membre_id,lead_id,date_adhesion,proprietaire_origine,age,genre,commune,source_acquisition,statut_membre,date_dernier_passage,frequence_hebdo,utilisation_coaching,score_risque_churn
MEM-00232,,2023-09-27,USR-02,42,H,Jouy-en-Josas,instagram,actif,2026-06-17,2.7,faux,34
MEM-00233,,2024-07-04,USR-02,40,H,Viroflay,recommandation,actif,2026-06-20,2.1,vrai,45
MEM-00234,,2024-08-16,USR-02,37,F,Versailles,recommandation,actif,2026-06-16,0.3,faux,81
MEM-00235,,2024-07-09,USR-02,55,F,Versailles,instagram,actif,2026-06-13,0.6,vrai,81
MEM-00236,,2022-12-17,USR-02,28,F,Buc,instagram,actif,2026-06-21,2.7,faux,40
MEM-00237,,2024-06-03,USR-01,35,H,Viroflay,google_ads,actif,2026-06-20,2.1,faux,56
MEM-00238,,2026-04-15,USR-02,33,H,Jouy-en-Josas,google_ads,actif,2026-06-20,3.5,faux,28
MEM-00239,,2025-05-31,USR-02,41,H,Saint-Cyr-l'École,instagram,actif,2026-06-19,1.9,faux,45
MEM-00240,,2021-11-21,USR-02,22,H,Viroflay,recommandation,actif,2026-06-21,2.1,faux,52
MEM-00241,,2024-03-07,USR-02,42,F,Versailles,instagram,actif,2026-06-10,1.4,faux,58
MEM-00242,,2023-04-14,USR-02,49,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-03-31,0.0,faux,100
MEM-00243,,2024-01-18,USR-02,29,F,Vélizy-Villacoublay,recommandation,actif,2026-06-21,2.9,faux,31
MEM-00244,,2021-10-02,USR-02,49,H,Versailles,recommandation,actif,2026-06-19,3.3,faux,34
MEM-00245,,2024-10-09,USR-01,31,H,Versailles,site_web,actif,2026-06-20,3.6,faux,29
MEM-00246,,2025-09-28,USR-02,54,F,Jouy-en-Josas,google_ads,actif,2026-06-20,2.5,faux,43
MEM-00247,,2023-03-14,USR-01,51,F,Saint-Cyr-l'École,site_web,actif,2026-06-21,3.4,vrai,29
MEM-00248,,2022-04-01,USR-01,23,F,Versailles,instagram,actif,2026-06-20,2.3,vrai,53
MEM-00249,,2022-12-17,USR-02,21,H,Versailles,instagram,actif,2026-04-24,0.0,faux,100
MEM-00250,,2021-05-12,USR-02,33,F,Versailles,google_ads,actif,2026-06-21,2.5,faux,43
MEM-00251,,2024-01-26,USR-02,60,F,Jouy-en-Josas,instagram,actif,2026-06-19,2.3,faux,47
MEM-00252,,2024-11-02,USR-02,39,H,Viroflay,google_ads,actif,2026-06-17,2.9,faux,46
MEM-00253,,2025-05-23,USR-02,46,F,Viroflay,recommandation,actif,2026-03-06,0.0,vrai,100
MEM-00254,,2021-01-09,USR-02,29,F,Saint-Cyr-l'École,instagram,actif,2026-06-21,2.8,faux,34
MEM-00255,,2025-11-27,USR-02,22,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,2.2,faux,50
MEM-00256,,2024-02-29,USR-02,45,F,Versailles,site_web,actif,2026-06-17,1.7,faux,57
MEM-00257,,2024-07-12,USR-02,59,H,Versailles,instagram,actif,2026-04-18,0.0,faux,100
MEM-00258,,2022-11-08,USR-02,35,H,Versailles,google_ads,actif,2026-06-12,1.4,faux,62
MEM-00259,,2025-04-11,USR-02,40,H,Versailles,google_ads,actif,2026-02-24,0.0,faux,100
MEM-00260,,2022-03-21,USR-02,21,F,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-18,3.6,faux,29
MEM-00261,,2025-10-21,USR-02,43,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,2.7,faux,33
MEM-00262,,2025-10-20,USR-02,26,H,Versailles,instagram,actif,2026-06-21,3.6,faux,29
MEM-00263,,2025-08-03,USR-02,33,H,Saint-Cyr-l'École,site_web,actif,2026-04-30,0.0,faux,100
MEM-00264,,2023-06-16,USR-02,37,F,Versailles,recommandation,actif,2026-03-24,0.0,faux,100
MEM-00265,,2023-02-11,USR-02,56,F,Versailles,recommandation,actif,2026-06-21,0.5,faux,69
MEM-00266,,2025-09-12,USR-02,19,F,Viroflay,site_web,actif,2026-06-20,2.0,faux,45
MEM-00267,,2025-07-23,USR-02,30,F,Versailles,instagram,actif,2026-06-18,0.4,faux,72
MEM-00268,,2023-01-09,USR-02,35,F,Versailles,recommandation,actif,2026-06-07,0.3,faux,90
MEM-00269,,2023-04-28,USR-02,26,H,Saint-Cyr-l'École,recommandation,actif,2026-03-23,0.0,vrai,100
MEM-00270,,2022-08-16,USR-02,49,H,Viroflay,instagram,actif,2026-06-17,2.5,faux,49
MEM-00271,,2022-06-06,USR-02,53,H,Versailles,google_ads,actif,2026-06-19,1.3,faux,66
MEM-00272,,2026-05-21,USR-02,40,F,Vélizy-Villacoublay,instagram,actif,2026-06-21,2.1,vrai,54
MEM-00273,,2026-01-16,USR-02,46,F,Viroflay,google_ads,actif,2026-06-20,2.3,faux,46
MEM-00274,,2022-02-26,USR-02,55,H,Viroflay,google_ads,actif,2026-06-21,2.4,faux,41
MEM-00275,,2025-07-30,USR-01,34,F,Versailles,google_ads,actif,2026-06-20,1.9,faux,53
MEM-00276,,2023-01-13,USR-02,45,F,Versailles,instagram,actif,2026-06-20,1.9,faux,54
MEM-00277,,2022-11-12,USR-01,19,H,Versailles,site_web,actif,2026-06-21,1.4,faux,64
MEM-00278,,2025-02-05,USR-02,28,H,Versailles,instagram,actif,2026-06-21,2.9,faux,37
MEM-00279,,2022-08-29,USR-02,20,H,Vélizy-Villacoublay,instagram,actif,2026-06-07,0.3,faux,87
MEM-00280,,2026-03-27,USR-01,47,H,Saint-Cyr-l'École,instagram,actif,2026-06-19,0.3,faux,83
MEM-00281,,2023-12-17,USR-02,45,F,Bailly,instagram,actif,2026-06-21,2.3,faux,39
MEM-00282,,2021-06-27,USR-02,43,F,Versailles,google_ads,actif,2026-04-21,0.0,faux,100
MEM-00283,,2021-10-02,USR-02,43,H,Saint-Cyr-l'École,instagram,actif,2026-06-20,1.6,faux,49
MEM-00284,,2023-11-28,USR-02,28,F,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-18,1.4,faux,63
MEM-00285,,2021-10-14,USR-02,33,H,Versailles,site_web,actif,2026-03-11,0.0,faux,100
MEM-00286,,2025-10-05,USR-02,44,H,Vélizy-Villacoublay,instagram,actif,2026-06-12,2.4,faux,47
MEM-00287,,2021-10-26,USR-01,50,F,Viroflay,recommandation,actif,2026-06-21,3.0,faux,41
MEM-00288,,2025-08-23,USR-02,59,F,Versailles,site_web,actif,2026-06-14,2.4,faux,51
MEM-00289,,2025-01-13,USR-02,23,H,Viroflay,google_ads,actif,2026-06-19,1.1,faux,64
MEM-00290,,2025-10-10,USR-01,28,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,3.6,faux,25
MEM-00291,,2024-10-16,USR-02,24,F,Buc,site_web,actif,2026-06-20,0.6,faux,65
MEM-00292,,2024-05-12,USR-02,44,F,Versailles,google_ads,actif,2026-06-21,1.0,faux,65
MEM-00293,,2024-08-10,USR-02,38,F,Versailles,site_web,actif,2026-06-21,2.4,faux,37
MEM-00294,,2025-06-26,USR-02,39,F,Versailles,site_web,actif,2026-06-20,3.1,faux,28
MEM-00295,,2021-02-01,USR-02,59,F,Versailles,instagram,actif,2026-06-20,2.2,faux,44
MEM-00296,,2022-12-06,USR-02,30,H,Versailles,site_web,actif,2026-06-19,0.9,faux,65
MEM-00297,,2025-07-13,USR-02,38,F,Vélizy-Villacoublay,site_web,actif,2026-06-20,0.6,faux,80
MEM-00298,,2023-08-14,USR-02,56,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-21,3.5,faux,20
MEM-00299,,2025-11-02,USR-02,40,F,Le Chesnay-Rocquencourt,site_web,actif,2026-06-21,1.5,faux,61
MEM-00300,,2024-07-04,USR-02,50,H,Versailles,instagram,actif,2026-05-08,0.0,faux,100
MEM-00301,,2022-06-22,USR-02,54,F,Versailles,instagram,actif,2026-06-21,2.5,faux,38
MEM-00302,,2026-04-15,USR-02,54,H,Le Chesnay-Rocquencourt,instagram,actif,2026-03-30,0.0,faux,100
MEM-00303,,2025-06-29,USR-01,19,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,3.3,vrai,39
MEM-00304,,2025-07-02,USR-02,45,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,2.5,faux,44
MEM-00305,,2025-01-15,USR-02,24,H,Versailles,instagram,actif,2026-06-19,2.8,faux,34
MEM-00306,,2025-01-20,USR-02,27,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,3.3,faux,33
MEM-00307,,2023-02-03,USR-02,55,H,Versailles,recommandation,actif,2026-06-06,0.3,faux,80
MEM-00308,,2026-02-11,USR-02,58,F,Buc,instagram,actif,2026-06-10,0.8,vrai,79
MEM-00309,,2023-12-22,USR-02,34,F,Vélizy-Villacoublay,google_ads,actif,2026-06-20,2.0,vrai,53
MEM-00310,,2022-05-19,USR-01,30,F,Buc,instagram,actif,2026-06-16,1.4,faux,61
MEM-00311,,2022-03-28,USR-02,53,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,2.2,faux,41
MEM-00312,,2021-07-15,USR-02,59,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-04-28,0.0,vrai,100
MEM-00313,,2025-11-04,USR-02,19,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-21,3.2,faux,36
MEM-00314,,2025-10-08,USR-01,33,H,Versailles,site_web,actif,2026-06-21,3.5,faux,31
MEM-00315,,2023-11-04,USR-01,49,H,Versailles,recommandation,actif,2026-06-19,1.5,faux,62
MEM-00316,,2022-11-18,USR-02,59,F,Versailles,google_ads,actif,2026-06-20,4.1,faux,27
MEM-00317,,2026-01-24,USR-02,46,F,Vélizy-Villacoublay,site_web,actif,2026-05-04,0.0,vrai,100
MEM-00318,,2024-07-01,USR-01,57,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-17,0.8,faux,75
MEM-00319,,2021-03-03,USR-02,52,F,Versailles,google_ads,actif,2026-06-19,1.9,faux,49
MEM-00320,,2021-10-21,USR-02,50,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-21,2.1,faux,51
MEM-00321,,2021-12-19,USR-02,53,F,Versailles,instagram,actif,2026-06-17,3.3,faux,25
MEM-00322,,2021-01-14,USR-02,30,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-20,2.7,faux,37
MEM-00323,,2024-10-08,USR-02,33,H,Versailles,instagram,actif,2026-06-11,2.8,faux,43
MEM-00324,,2025-12-19,USR-01,53,H,Versailles,instagram,actif,2026-06-16,1.1,faux,62
MEM-00325,,2023-09-14,USR-01,38,F,Versailles,google_ads,actif,2026-06-20,3.2,faux,30
MEM-00326,,2023-10-15,USR-01,35,H,Saint-Cyr-l'École,instagram,actif,2026-06-19,2.6,faux,35
MEM-00327,,2023-01-05,USR-02,45,H,Versailles,instagram,actif,2026-06-20,1.6,faux,63
MEM-00328,,2024-10-16,USR-02,23,H,Versailles,instagram,actif,2026-06-21,2.6,faux,40
MEM-00329,,2022-06-13,USR-02,49,F,Viroflay,site_web,actif,2026-06-18,1.2,faux,68
MEM-00330,,2023-01-14,USR-02,32,H,Versailles,google_ads,actif,2026-06-19,0.8,faux,74
MEM-00331,,2023-11-02,USR-01,31,H,Buc,google_ads,actif,2026-06-21,4.0,faux,19
MEM-00332,,2024-04-29,USR-02,59,H,Versailles,instagram,actif,2026-06-20,2.6,faux,35
MEM-00333,,2025-11-08,USR-02,27,F,Le Chesnay-Rocquencourt,site_web,actif,2026-06-18,2.4,vrai,40
MEM-00334,,2023-03-26,USR-02,24,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-21,4.1,faux,23
MEM-00335,,2026-02-06,USR-01,50,H,Versailles,instagram,actif,2026-06-20,2.9,faux,41
MEM-00336,,2021-08-02,USR-02,42,F,Versailles,recommandation,actif,2026-06-21,2.5,faux,35
MEM-00337,,2021-12-25,USR-01,29,F,Viroflay,site_web,actif,2026-02-22,0.0,faux,100
MEM-00338,,2024-11-05,USR-02,60,H,Versailles,recommandation,actif,2026-05-11,0.0,faux,100
MEM-00339,,2023-03-09,USR-02,36,H,Versailles,google_ads,actif,2026-06-14,1.8,faux,52
MEM-00340,,2026-03-08,USR-02,60,F,Saint-Cyr-l'École,google_ads,actif,2026-06-16,2.0,faux,54
MEM-00341,,2024-12-12,USR-02,51,H,Versailles,instagram,actif,2026-06-21,4.9,vrai,12
MEM-00342,,2023-08-22,USR-02,60,H,Versailles,google_ads,actif,2026-06-17,2.5,vrai,49
MEM-00343,,2023-08-28,USR-02,33,H,Bailly,google_ads,actif,2026-06-20,3.3,faux,37
MEM-00344,,2022-07-31,USR-01,41,H,Saint-Cyr-l'École,instagram,actif,2026-06-20,3.7,faux,22
MEM-00345,,2022-05-01,USR-02,23,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-03-06,0.0,faux,100
MEM-00346,,2023-02-18,USR-02,60,H,Versailles,instagram,actif,2026-06-21,2.4,vrai,39
MEM-00347,,2022-03-28,USR-02,27,F,Viroflay,google_ads,actif,2026-06-21,1.5,faux,54
MEM-00348,,2024-10-09,USR-02,42,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-16,2.3,faux,56
MEM-00349,,2024-04-12,USR-02,36,F,Versailles,instagram,actif,2026-03-01,0.0,faux,100
MEM-00350,,2026-02-25,USR-01,24,F,Versailles,instagram,actif,2026-06-21,0.9,faux,74
MEM-00351,,2022-07-18,USR-02,56,H,Versailles,recommandation,actif,2026-06-21,2.6,faux,47
MEM-00352,,2025-07-10,USR-02,51,H,Buc,google_ads,actif,2026-06-16,3.0,faux,33
MEM-00353,,2022-08-04,USR-01,19,F,Versailles,google_ads,actif,2026-04-26,0.0,faux,100
MEM-00354,,2023-05-29,USR-02,19,H,Versailles,site_web,actif,2026-06-21,3.6,vrai,25
MEM-00355,,2024-02-09,USR-01,27,H,Viroflay,site_web,actif,2026-06-21,2.4,faux,46
MEM-00356,,2021-09-05,USR-02,49,F,Viroflay,site_web,actif,2026-06-18,2.7,faux,37
MEM-00357,,2022-10-03,USR-02,26,H,Versailles,recommandation,actif,2026-06-21,3.2,faux,31
MEM-00358,,2025-07-15,USR-01,55,H,Viroflay,instagram,actif,2026-03-06,0.0,faux,100
MEM-00359,,2023-08-14,USR-02,53,F,Versailles,instagram,actif,2026-04-08,0.0,faux,100
MEM-00360,,2023-06-14,USR-02,29,F,Versailles,recommandation,actif,2026-06-21,2.3,faux,50
MEM-00361,,2021-03-30,USR-02,22,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-07,0.3,faux,78
MEM-00362,,2022-12-22,USR-02,51,F,Buc,site_web,actif,2026-05-19,0.0,faux,100
MEM-00363,,2025-03-24,USR-01,59,H,Versailles,instagram,actif,2026-06-20,2.9,faux,36
MEM-00364,,2026-02-02,USR-02,47,H,Versailles,instagram,actif,2026-03-23,0.0,faux,100
MEM-00365,,2024-09-30,USR-02,58,F,Vélizy-Villacoublay,site_web,actif,2026-06-19,2.8,faux,34
MEM-00366,,2025-07-01,USR-01,37,F,Jouy-en-Josas,site_web,actif,2026-04-11,0.0,faux,100
MEM-00367,,2025-12-09,USR-02,54,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-17,2.7,faux,46
MEM-00368,,2025-06-27,USR-02,32,H,Versailles,site_web,actif,2026-06-21,1.0,faux,65
MEM-00369,,2024-05-24,USR-02,47,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-03-05,0.0,faux,100
MEM-00370,,2022-12-09,USR-02,39,H,Jouy-en-Josas,google_ads,actif,2026-06-20,1.9,vrai,58
MEM-00371,,2025-10-29,USR-02,49,F,Versailles,google_ads,actif,2026-06-19,2.2,vrai,46
MEM-00372,,2024-02-01,USR-02,41,F,Versailles,google_ads,actif,2026-06-16,2.6,faux,43
MEM-00373,,2021-09-18,USR-02,33,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-18,2.2,faux,45
MEM-00374,,2025-07-29,USR-02,59,F,Versailles,instagram,actif,2026-04-14,0.0,faux,100
MEM-00375,,2023-11-07,USR-02,43,F,Versailles,instagram,actif,2026-06-19,2.0,faux,53
MEM-00376,,2023-08-31,USR-01,22,H,Versailles,google_ads,actif,2026-04-28,0.0,faux,100
MEM-00377,,2026-02-02,USR-02,23,H,Vélizy-Villacoublay,google_ads,actif,2026-06-17,3.6,faux,29
MEM-00378,,2024-06-26,USR-02,25,H,Versailles,instagram,actif,2026-06-19,3.6,faux,27
MEM-00379,,2021-08-17,USR-02,26,F,Versailles,instagram,actif,2026-06-16,0.3,faux,75
MEM-00380,,2025-04-11,USR-01,34,H,Buc,recommandation,actif,2026-03-15,0.0,faux,100
MEM-00381,,2022-05-29,USR-02,43,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,3.0,vrai,37
MEM-00382,,2023-10-01,USR-02,30,H,Versailles,instagram,actif,2026-06-19,1.9,vrai,52
MEM-00383,,2023-05-07,USR-02,23,H,Versailles,google_ads,actif,2026-06-21,3.4,faux,22
MEM-00384,,2022-03-09,USR-02,42,H,Versailles,recommandation,actif,2026-06-16,1.0,faux,64
MEM-00385,,2025-09-11,USR-02,31,F,Versailles,site_web,actif,2026-06-21,2.4,faux,50
MEM-00386,,2023-11-27,USR-02,48,F,Jouy-en-Josas,instagram,actif,2026-06-21,4.6,faux,11
MEM-00387,,2022-08-20,USR-02,37,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,0.9,faux,71
MEM-00388,,2026-04-12,USR-02,43,H,Buc,google_ads,actif,2026-06-20,2.5,faux,38
MEM-00389,,2025-01-23,USR-02,57,F,Buc,instagram,actif,2026-05-14,0.0,faux,100
MEM-00390,,2022-09-11,USR-02,32,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,4.5,faux,12
MEM-00391,,2024-04-03,USR-02,38,H,Versailles,recommandation,actif,2026-06-21,3.0,faux,35
MEM-00392,,2025-04-23,USR-02,46,H,Saint-Cyr-l'École,google_ads,actif,2026-06-19,2.4,faux,48
MEM-00393,,2022-11-09,USR-01,35,H,Versailles,instagram,actif,2026-06-21,1.9,faux,58
MEM-00394,,2021-06-24,USR-01,34,H,Versailles,instagram,actif,2026-06-21,3.3,faux,36
MEM-00395,,2026-05-16,USR-02,29,F,Viroflay,site_web,actif,2026-06-20,1.2,faux,57
MEM-00396,,2022-07-21,USR-02,26,H,Versailles,recommandation,actif,2026-06-21,3.1,faux,33
MEM-00397,,2025-05-22,USR-02,31,H,Jouy-en-Josas,recommandation,actif,2026-06-20,1.7,faux,47
MEM-00398,,2024-02-16,USR-02,50,F,Versailles,instagram,actif,2026-06-19,3.2,faux,36
MEM-00399,,2022-04-29,USR-02,55,H,Versailles,site_web,actif,2026-06-21,1.6,faux,49
MEM-00400,,2023-05-05,USR-02,52,H,Jouy-en-Josas,instagram,actif,2026-06-21,2.7,faux,39
MEM-00401,,2023-02-15,USR-02,21,H,Versailles,google_ads,actif,2026-06-19,1.8,faux,55
MEM-00402,,2026-03-15,USR-02,33,F,Versailles,google_ads,actif,2026-06-16,2.0,faux,51
MEM-00403,,2021-07-07,USR-02,32,H,Jouy-en-Josas,instagram,actif,2026-06-13,0.7,vrai,81
MEM-00404,,2021-01-28,USR-02,47,H,Saint-Cyr-l'École,instagram,actif,2026-03-16,0.0,faux,100
MEM-00405,,2026-01-03,USR-02,21,H,Versailles,recommandation,actif,2026-06-21,2.5,faux,46
MEM-00406,,2021-02-19,USR-02,29,H,Jouy-en-Josas,site_web,actif,2026-06-18,0.9,faux,70
MEM-00407,,2025-05-07,USR-01,20,H,Vélizy-Villacoublay,recommandation,actif,2026-06-10,0.3,faux,89
MEM-00408,,2021-04-21,USR-02,42,H,Vélizy-Villacoublay,google_ads,actif,2026-06-06,0.3,faux,82
MEM-00409,,2022-11-12,USR-02,36,F,Versailles,instagram,actif,2026-06-21,3.2,faux,26
MEM-00410,,2021-10-25,USR-02,59,F,Versailles,site_web,actif,2026-06-21,4.3,faux,11
MEM-00411,,2025-11-29,USR-02,33,H,Bailly,instagram,actif,2026-05-16,0.0,faux,100
MEM-00412,,2021-08-31,USR-02,36,F,Viroflay,instagram,actif,2026-06-07,0.3,vrai,82
MEM-00413,,2026-01-09,USR-02,31,F,Vélizy-Villacoublay,site_web,actif,2026-03-08,0.0,faux,100
MEM-00414,,2024-05-24,USR-02,43,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,3.5,faux,23
MEM-00415,,2025-12-10,USR-01,59,H,Bailly,instagram,actif,2026-06-20,4.5,faux,11
MEM-00416,,2025-07-06,USR-02,48,F,Bailly,recommandation,actif,2026-03-22,0.0,faux,100
MEM-00417,,2022-04-13,USR-02,55,F,Vélizy-Villacoublay,site_web,actif,2026-06-20,2.4,vrai,45
MEM-00418,,2023-01-04,USR-02,51,H,Saint-Cyr-l'École,instagram,actif,2026-03-29,0.0,faux,100
MEM-00419,,2022-01-29,USR-02,41,F,Versailles,site_web,actif,2026-06-20,2.0,faux,57
MEM-00420,,2023-01-14,USR-02,20,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,1.5,faux,66
MEM-00421,,2023-10-05,USR-02,60,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,1.5,faux,55
MEM-00422,,2021-06-17,USR-02,23,H,Versailles,instagram,actif,2026-06-13,0.3,vrai,78
MEM-00423,,2021-07-03,USR-02,33,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,2.7,faux,44
MEM-00424,,2025-09-06,USR-02,24,H,Versailles,site_web,actif,2026-06-12,2.3,faux,51
MEM-00425,,2021-04-09,USR-02,41,F,Viroflay,recommandation,actif,2026-06-19,1.7,vrai,49
MEM-00426,,2025-03-01,USR-02,56,F,Vélizy-Villacoublay,instagram,actif,2026-06-19,1.8,faux,50
MEM-00427,,2024-11-20,USR-02,31,F,Buc,google_ads,actif,2026-06-21,3.6,faux,31
MEM-00428,,2023-10-24,USR-02,44,H,Versailles,instagram,actif,2026-06-18,1.3,faux,66
MEM-00429,,2021-03-16,USR-02,40,F,Viroflay,site_web,actif,2026-06-19,2.7,faux,41
MEM-00430,,2024-05-08,USR-02,44,F,Viroflay,google_ads,actif,2026-04-26,0.0,faux,100
MEM-00431,,2023-03-01,USR-02,33,H,Le Chesnay-Rocquencourt,instagram,actif,2026-04-26,0.0,vrai,100
MEM-00432,,2021-08-31,USR-01,37,F,Versailles,google_ads,actif,2026-06-21,3.2,faux,30
MEM-00433,,2023-07-20,USR-02,28,H,Versailles,recommandation,actif,2026-02-25,0.0,vrai,100
MEM-00434,,2022-10-26,USR-02,34,F,Bailly,recommandation,actif,2026-06-17,1.6,faux,53
MEM-00435,,2021-01-14,USR-02,22,F,Versailles,recommandation,actif,2026-06-21,4.4,faux,11
MEM-00436,,2022-02-23,USR-02,45,H,Buc,instagram,actif,2026-06-17,1.7,faux,53
MEM-00437,,2022-12-09,USR-02,37,H,Versailles,instagram,actif,2026-04-20,0.0,faux,100
MEM-00438,,2023-09-10,USR-01,22,F,Versailles,instagram,actif,2026-06-10,1.5,faux,67
MEM-00439,,2025-06-05,USR-02,47,H,Viroflay,instagram,actif,2026-06-21,3.7,faux,17
MEM-00440,,2025-09-26,USR-02,26,H,Versailles,google_ads,actif,2026-06-20,2.7,faux,40
MEM-00441,,2021-08-15,USR-02,50,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,2.0,faux,45
MEM-00442,,2023-10-26,USR-01,57,H,Saint-Cyr-l'École,site_web,actif,2026-06-20,2.9,vrai,43
MEM-00443,,2021-02-21,USR-02,33,F,Bailly,google_ads,actif,2026-06-20,2.4,faux,45
MEM-00444,,2025-12-02,USR-02,27,F,Buc,instagram,actif,2026-06-21,3.0,faux,41
MEM-00445,,2021-01-22,USR-02,28,F,Versailles,site_web,actif,2026-06-19,0.8,faux,68
MEM-00446,,2021-07-20,USR-02,40,H,Versailles,google_ads,actif,2026-06-02,0.3,faux,83
MEM-00447,,2022-08-10,USR-02,59,H,Versailles,google_ads,actif,2026-06-13,2.0,faux,59
MEM-00448,,2022-12-12,USR-02,28,F,Versailles,instagram,actif,2026-06-18,1.9,faux,53
MEM-00449,,2021-12-29,USR-02,56,H,Versailles,instagram,actif,2026-06-21,2.8,faux,38
MEM-00450,,2022-09-24,USR-02,30,H,Vélizy-Villacoublay,instagram,actif,2026-02-24,0.0,faux,100
MEM-00451,,2026-02-22,USR-02,48,H,Versailles,site_web,actif,2026-06-21,3.3,faux,23
MEM-00452,,2022-04-13,USR-02,60,H,Buc,instagram,actif,2026-04-15,0.0,faux,100
MEM-00453,,2022-04-18,USR-01,33,F,Versailles,google_ads,actif,2026-06-21,1.8,faux,54
MEM-00454,,2021-09-09,USR-02,30,F,Versailles,instagram,actif,2026-06-13,0.7,faux,81
MEM-00455,,2025-10-22,USR-02,27,F,Buc,instagram,actif,2026-06-19,2.8,faux,45
MEM-00456,,2024-06-22,USR-02,57,H,Versailles,google_ads,actif,2026-06-21,3.9,vrai,28
MEM-00457,,2024-08-03,USR-02,23,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,3.2,faux,30
MEM-00458,,2024-09-25,USR-02,43,F,Versailles,recommandation,actif,2026-06-20,3.4,faux,33
MEM-00459,,2026-02-08,USR-01,57,H,Saint-Cyr-l'École,instagram,actif,2026-06-21,3.2,faux,32
MEM-00460,,2022-06-25,USR-02,58,F,Versailles,recommandation,actif,2026-06-21,1.8,faux,59
MEM-00461,,2022-02-02,USR-02,40,H,Le Chesnay-Rocquencourt,instagram,actif,2026-05-12,0.0,vrai,100
MEM-00462,,2021-09-16,USR-02,28,H,Buc,instagram,actif,2026-06-06,0.9,faux,82
MEM-00463,,2025-07-03,USR-02,31,H,Versailles,recommandation,actif,2026-06-18,1.8,faux,50
MEM-00464,,2024-01-30,USR-02,44,H,Viroflay,google_ads,actif,2026-06-16,2.1,faux,58
MEM-00465,,2024-12-31,USR-01,57,H,Versailles,recommandation,actif,2026-06-18,2.7,faux,37
MEM-00466,,2023-04-16,USR-02,49,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-17,1.1,faux,64
MEM-00467,,2025-07-29,USR-02,21,H,Le Chesnay-Rocquencourt,instagram,actif,2026-04-26,0.0,faux,100
MEM-00468,,2023-04-11,USR-02,48,H,Jouy-en-Josas,site_web,actif,2026-06-19,3.2,faux,38
MEM-00469,,2021-03-27,USR-02,34,H,Versailles,site_web,actif,2026-03-20,0.0,faux,100
MEM-00470,,2022-10-16,USR-02,46,H,Viroflay,instagram,actif,2026-06-20,2.1,faux,50
MEM-00471,,2022-12-24,USR-02,45,F,Vélizy-Villacoublay,site_web,actif,2026-06-21,2.0,faux,56
MEM-00472,,2023-05-06,USR-02,31,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,2.6,faux,49
MEM-00473,,2025-02-21,USR-01,28,F,Le Chesnay-Rocquencourt,site_web,actif,2026-06-19,2.0,faux,56
MEM-00474,,2022-01-09,USR-01,24,H,Vélizy-Villacoublay,google_ads,actif,2026-03-01,0.0,faux,100
MEM-00475,,2023-11-07,USR-02,29,F,Versailles,google_ads,actif,2026-06-20,1.6,faux,54
MEM-00476,,2023-03-22,USR-02,34,H,Versailles,instagram,actif,2026-06-20,1.5,faux,59
MEM-00477,,2022-11-02,USR-02,40,H,Viroflay,instagram,actif,2026-06-19,2.5,faux,51
MEM-00478,,2026-02-25,USR-02,22,F,Versailles,instagram,actif,2026-06-19,1.0,faux,60
MEM-00479,,2022-12-09,USR-02,47,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,4.4,faux,12
MEM-00480,,2023-03-04,USR-02,23,F,Viroflay,google_ads,actif,2026-06-19,2.2,faux,53
