paiement_id,abonnement_id,membre_id,date_paiement,montant,mode_paiement,statut_paiement
PAY-000798,ABO-00266,MEM-00266,2026-06-05,69.0,cb,paye
PAY-000799,ABO-00267,MEM-00267,2026-04-05,69.0,prelevement_sepa,paye
PAY-000800,ABO-00267,MEM-00267,2026-05-05,69.0,prelevement_sepa,paye
PAY-000801,ABO-00267,MEM-00267,2026-06-05,69.0,prelevement_sepa,paye
PAY-000802,ABO-00268,MEM-00268,2026-04-05,69.0,prelevement_sepa,paye
PAY-000803,ABO-00268,MEM-00268,2026-05-05,69.0,prelevement_sepa,paye
PAY-000804,ABO-00268,MEM-00268,2026-06-05,69.0,prelevement_sepa,paye
PAY-000805,ABO-00269,MEM-00269,2026-04-05,49.0,prelevement_sepa,paye
PAY-000806,ABO-00269,MEM-00269,2026-05-05,49.0,prelevement_sepa,paye
PAY-000807,ABO-00269,MEM-00269,2026-06-05,49.0,prelevement_sepa,paye
PAY-000808,ABO-00270,MEM-00270,2026-04-05,49.0,prelevement_sepa,paye
PAY-000809,ABO-00270,MEM-00270,2026-05-05,49.0,prelevement_sepa,paye
PAY-000810,ABO-00270,MEM-00270,2026-06-05,49.0,prelevement_sepa,paye
PAY-000811,ABO-00271,MEM-00271,2026-04-05,49.0,prelevement_sepa,paye
PAY-000812,ABO-00271,MEM-00271,2026-05-05,49.0,prelevement_sepa,paye
PAY-000813,ABO-00271,MEM-00271,2026-06-05,49.0,prelevement_sepa,echoue
PAY-000814,ABO-00272,MEM-00272,2026-04-05,49.0,prelevement_sepa,paye
PAY-000815,ABO-00272,MEM-00272,2026-05-05,49.0,prelevement_sepa,paye
PAY-000816,ABO-00272,MEM-00272,2026-06-05,49.0,prelevement_sepa,paye
PAY-000817,ABO-00273,MEM-00273,2026-04-05,49.0,especes,paye
PAY-000818,ABO-00273,MEM-00273,2026-05-05,49.0,especes,paye
PAY-000819,ABO-00273,MEM-00273,2026-06-05,49.0,especes,paye
PAY-000820,ABO-00274,MEM-00274,2026-04-05,49.0,prelevement_sepa,paye
PAY-000821,ABO-00274,MEM-00274,2026-05-05,49.0,prelevement_sepa,paye
PAY-000822,ABO-00274,MEM-00274,2026-06-05,49.0,prelevement_sepa,paye
PAY-000823,ABO-00275,MEM-00275,2026-04-05,69.0,prelevement_sepa,paye
PAY-000824,ABO-00275,MEM-00275,2026-05-05,69.0,prelevement_sepa,paye
PAY-000825,ABO-00275,MEM-00275,2026-06-05,69.0,prelevement_sepa,paye
PAY-000826,ABO-00276,MEM-00276,2026-04-05,69.0,prelevement_sepa,paye
PAY-000827,ABO-00276,MEM-00276,2026-05-05,69.0,prelevement_sepa,paye
PAY-000828,ABO-00276,MEM-00276,2026-06-05,69.0,prelevement_sepa,paye
PAY-000829,ABO-00277,MEM-00277,2026-04-05,49.0,prelevement_sepa,paye
PAY-000830,ABO-00277,MEM-00277,2026-05-05,49.0,prelevement_sepa,paye
PAY-000831,ABO-00277,MEM-00277,2026-06-05,49.0,prelevement_sepa,paye
PAY-000832,ABO-00278,MEM-00278,2026-04-05,49.0,prelevement_sepa,paye
PAY-000833,ABO-00278,MEM-00278,2026-05-05,49.0,prelevement_sepa,paye
PAY-000834,ABO-00278,MEM-00278,2026-06-05,49.0,prelevement_sepa,paye
PAY-000835,ABO-00279,MEM-00279,2026-04-05,69.0,prelevement_sepa,paye
PAY-000836,ABO-00279,MEM-00279,2026-05-05,69.0,prelevement_sepa,paye
PAY-000837,ABO-00279,MEM-00279,2026-06-05,69.0,prelevement_sepa,paye
PAY-000838,ABO-00280,MEM-00280,2026-04-05,49.0,cb,echoue
PAY-000839,ABO-00280,MEM-00280,2026-05-05,49.0,cb,paye
PAY-000840,ABO-00280,MEM-00280,2026-06-05,49.0,cb,paye
PAY-000841,ABO-00281,MEM-00281,2026-04-05,69.0,prelevement_sepa,paye
PAY-000842,ABO-00281,MEM-00281,2026-05-05,69.0,prelevement_sepa,paye
PAY-000843,ABO-00281,MEM-00281,2026-06-05,69.0,prelevement_sepa,paye
PAY-000844,ABO-00282,MEM-00282,2026-04-05,49.0,prelevement_sepa,paye
PAY-000845,ABO-00282,MEM-00282,2026-05-05,49.0,prelevement_sepa,paye
PAY-000846,ABO-00282,MEM-00282,2026-06-05,49.0,prelevement_sepa,paye
PAY-000847,ABO-00283,MEM-00283,2026-04-05,49.0,prelevement_sepa,paye
PAY-000848,ABO-00283,MEM-00283,2026-05-05,49.0,prelevement_sepa,paye
PAY-000849,ABO-00283,MEM-00283,2026-06-05,49.0,prelevement_sepa,paye
PAY-000850,ABO-00284,MEM-00284,2026-04-05,69.0,prelevement_sepa,paye
PAY-000851,ABO-00284,MEM-00284,2026-05-05,69.0,prelevement_sepa,paye
PAY-000852,ABO-00284,MEM-00284,2026-06-05,69.0,prelevement_sepa,echoue
PAY-000853,ABO-00285,MEM-00285,2026-04-05,69.0,prelevement_sepa,paye
PAY-000854,ABO-00285,MEM-00285,2026-05-05,69.0,prelevement_sepa,paye
PAY-000855,ABO-00285,MEM-00285,2026-06-05,69.0,prelevement_sepa,paye
PAY-000856,ABO-00286,MEM-00286,2026-04-05,49.0,prelevement_sepa,paye
PAY-000857,ABO-00286,MEM-00286,2026-05-05,49.0,prelevement_sepa,paye
PAY-000858,ABO-00286,MEM-00286,2026-06-05,49.0,prelevement_sepa,paye
PAY-000859,ABO-00287,MEM-00287,2026-04-05,49.0,prelevement_sepa,paye
PAY-000860,ABO-00287,MEM-00287,2026-05-05,49.0,prelevement_sepa,paye
PAY-000861,ABO-00287,MEM-00287,2026-06-05,49.0,prelevement_sepa,paye
PAY-000862,ABO-00288,MEM-00288,2026-04-05,49.0,prelevement_sepa,paye
PAY-000863,ABO-00288,MEM-00288,2026-05-05,49.0,prelevement_sepa,paye
PAY-000864,ABO-00288,MEM-00288,2026-06-05,49.0,prelevement_sepa,echoue
PAY-000865,ABO-00289,MEM-00289,2026-04-05,49.0,cb,paye
PAY-000866,ABO-00289,MEM-00289,2026-05-05,49.0,cb,paye
PAY-000867,ABO-00289,MEM-00289,2026-06-05,49.0,cb,paye
PAY-000868,ABO-00290,MEM-00290,2026-04-05,49.0,prelevement_sepa,paye
PAY-000869,ABO-00290,MEM-00290,2026-05-05,49.0,prelevement_sepa,paye
PAY-000870,ABO-00290,MEM-00290,2026-06-05,49.0,prelevement_sepa,paye
PAY-000871,ABO-00291,MEM-00291,2026-04-05,49.0,cb,paye
PAY-000872,ABO-00291,MEM-00291,2026-05-05,49.0,cb,paye
PAY-000873,ABO-00291,MEM-00291,2026-06-05,49.0,cb,paye
PAY-000874,ABO-00292,MEM-00292,2026-04-05,49.0,prelevement_sepa,paye
PAY-000875,ABO-00292,MEM-00292,2026-05-05,49.0,prelevement_sepa,paye
PAY-000876,ABO-00292,MEM-00292,2026-06-05,49.0,prelevement_sepa,paye
PAY-000877,ABO-00293,MEM-00293,2026-04-05,49.0,prelevement_sepa,paye
PAY-000878,ABO-00293,MEM-00293,2026-05-05,49.0,prelevement_sepa,paye
PAY-000879,ABO-00293,MEM-00293,2026-06-05,49.0,prelevement_sepa,paye
PAY-000880,ABO-00294,MEM-00294,2026-04-05,69.0,prelevement_sepa,paye
PAY-000881,ABO-00294,MEM-00294,2026-05-05,69.0,prelevement_sepa,paye
PAY-000882,ABO-00294,MEM-00294,2026-06-05,69.0,prelevement_sepa,paye
PAY-000883,ABO-00295,MEM-00295,2026-04-05,69.0,prelevement_sepa,paye
PAY-000884,ABO-00295,MEM-00295,2026-05-05,69.0,prelevement_sepa,paye
PAY-000885,ABO-00295,MEM-00295,2026-06-05,69.0,prelevement_sepa,paye
PAY-000886,ABO-00296,MEM-00296,2026-04-05,69.0,prelevement_sepa,paye
PAY-000887,ABO-00296,MEM-00296,2026-05-05,69.0,prelevement_sepa,paye
PAY-000888,ABO-00296,MEM-00296,2026-06-05,69.0,prelevement_sepa,paye
PAY-000889,ABO-00297,MEM-00297,2026-04-05,69.0,prelevement_sepa,paye
PAY-000890,ABO-00297,MEM-00297,2026-05-05,69.0,prelevement_sepa,paye
PAY-000891,ABO-00297,MEM-00297,2026-06-05,69.0,prelevement_sepa,echoue
PAY-000892,ABO-00298,MEM-00298,2026-04-05,49.0,prelevement_sepa,paye
PAY-000893,ABO-00298,MEM-00298,2026-05-05,49.0,prelevement_sepa,paye
PAY-000894,ABO-00298,MEM-00298,2026-06-05,49.0,prelevement_sepa,paye
PAY-000895,ABO-00299,MEM-00299,2026-04-05,49.0,prelevement_sepa,paye
PAY-000896,ABO-00299,MEM-00299,2026-05-05,49.0,prelevement_sepa,paye
PAY-000897,ABO-00299,MEM-00299,2026-06-05,49.0,prelevement_sepa,paye
PAY-000898,ABO-00300,MEM-00300,2026-04-05,49.0,prelevement_sepa,paye
PAY-000899,ABO-00300,MEM-00300,2026-05-05,49.0,prelevement_sepa,paye
PAY-000900,ABO-00300,MEM-00300,2026-06-05,49.0,prelevement_sepa,paye
PAY-000901,ABO-00301,MEM-00301,2026-04-05,49.0,prelevement_sepa,paye
PAY-000902,ABO-00301,MEM-00301,2026-05-05,49.0,prelevement_sepa,echoue
PAY-000903,ABO-00301,MEM-00301,2026-06-05,49.0,prelevement_sepa,paye
PAY-000904,ABO-00302,MEM-00302,2026-04-05,49.0,prelevement_sepa,paye
PAY-000905,ABO-00302,MEM-00302,2026-05-05,49.0,prelevement_sepa,paye
PAY-000906,ABO-00302,MEM-00302,2026-06-05,49.0,prelevement_sepa,paye
PAY-000907,ABO-00303,MEM-00303,2026-04-05,49.0,cb,paye
PAY-000908,ABO-00303,MEM-00303,2026-05-05,49.0,cb,paye
PAY-000909,ABO-00303,MEM-00303,2026-06-05,49.0,cb,paye
PAY-000910,ABO-00304,MEM-00304,2026-04-05,69.0,prelevement_sepa,paye
PAY-000911,ABO-00304,MEM-00304,2026-05-05,69.0,prelevement_sepa,paye
PAY-000912,ABO-00304,MEM-00304,2026-06-05,69.0,prelevement_sepa,paye
PAY-000913,ABO-00305,MEM-00305,2026-04-05,69.0,prelevement_sepa,paye
PAY-000914,ABO-00305,MEM-00305,2026-05-05,69.0,prelevement_sepa,paye
PAY-000915,ABO-00305,MEM-00305,2026-06-05,69.0,prelevement_sepa,paye
PAY-000916,ABO-00306,MEM-00306,2026-04-05,49.0,prelevement_sepa,paye
PAY-000917,ABO-00306,MEM-00306,2026-05-05,49.0,prelevement_sepa,paye
PAY-000918,ABO-00306,MEM-00306,2026-06-05,49.0,prelevement_sepa,paye
PAY-000919,ABO-00307,MEM-00307,2026-04-05,69.0,prelevement_sepa,paye
PAY-000920,ABO-00307,MEM-00307,2026-05-05,69.0,prelevement_sepa,paye
PAY-000921,ABO-00307,MEM-00307,2026-06-05,69.0,prelevement_sepa,paye
PAY-000922,ABO-00308,MEM-00308,2026-04-05,49.0,cb,paye
PAY-000923,ABO-00308,MEM-00308,2026-05-05,49.0,cb,paye
PAY-000924,ABO-00308,MEM-00308,2026-06-05,49.0,cb,paye
PAY-000925,ABO-00309,MEM-00309,2026-04-05,49.0,prelevement_sepa,paye
PAY-000926,ABO-00309,MEM-00309,2026-05-05,49.0,prelevement_sepa,paye
PAY-000927,ABO-00309,MEM-00309,2026-06-05,49.0,prelevement_sepa,paye
PAY-000928,ABO-00310,MEM-00310,2026-04-05,49.0,especes,paye
PAY-000929,ABO-00310,MEM-00310,2026-05-05,49.0,especes,paye
PAY-000930,ABO-00310,MEM-00310,2026-06-05,49.0,especes,echoue
PAY-000931,ABO-00311,MEM-00311,2026-04-05,49.0,prelevement_sepa,paye
PAY-000932,ABO-00311,MEM-00311,2026-05-05,49.0,prelevement_sepa,paye
PAY-000933,ABO-00311,MEM-00311,2026-06-05,49.0,prelevement_sepa,paye
PAY-000934,ABO-00312,MEM-00312,2026-04-05,49.0,prelevement_sepa,paye
PAY-000935,ABO-00312,MEM-00312,2026-05-05,49.0,prelevement_sepa,paye
PAY-000936,ABO-00312,MEM-00312,2026-06-05,49.0,prelevement_sepa,paye
PAY-000937,ABO-00313,MEM-00313,2026-04-05,69.0,prelevement_sepa,paye
PAY-000938,ABO-00313,MEM-00313,2026-05-05,69.0,prelevement_sepa,paye
PAY-000939,ABO-00313,MEM-00313,2026-06-05,69.0,prelevement_sepa,paye
PAY-000940,ABO-00314,MEM-00314,2026-04-05,49.0,prelevement_sepa,paye
PAY-000941,ABO-00314,MEM-00314,2026-05-05,49.0,prelevement_sepa,paye
PAY-000942,ABO-00314,MEM-00314,2026-06-05,49.0,prelevement_sepa,echoue
PAY-000943,ABO-00315,MEM-00315,2026-04-05,49.0,prelevement_sepa,paye
PAY-000944,ABO-00315,MEM-00315,2026-05-05,49.0,prelevement_sepa,paye
PAY-000945,ABO-00315,MEM-00315,2026-06-05,49.0,prelevement_sepa,paye
PAY-000946,ABO-00316,MEM-00316,2026-04-05,69.0,prelevement_sepa,paye
PAY-000947,ABO-00316,MEM-00316,2026-05-05,69.0,prelevement_sepa,paye
PAY-000948,ABO-00316,MEM-00316,2026-06-05,69.0,prelevement_sepa,paye
PAY-000949,ABO-00317,MEM-00317,2026-04-05,49.0,prelevement_sepa,paye
PAY-000950,ABO-00317,MEM-00317,2026-05-05,49.0,prelevement_sepa,paye
PAY-000951,ABO-00317,MEM-00317,2026-06-05,49.0,prelevement_sepa,paye
PAY-000952,ABO-00318,MEM-00318,2026-04-05,49.0,prelevement_sepa,paye
PAY-000953,ABO-00318,MEM-00318,2026-05-05,49.0,prelevement_sepa,paye
PAY-000954,ABO-00318,MEM-00318,2026-06-05,49.0,prelevement_sepa,paye
PAY-000955,ABO-00319,MEM-00319,2026-04-05,49.0,prelevement_sepa,paye
PAY-000956,ABO-00319,MEM-00319,2026-05-05,49.0,prelevement_sepa,paye
PAY-000957,ABO-00319,MEM-00319,2026-06-05,49.0,prelevement_sepa,paye
PAY-000958,ABO-00320,MEM-00320,2026-04-05,49.0,prelevement_sepa,paye
PAY-000959,ABO-00320,MEM-00320,2026-05-05,49.0,prelevement_sepa,paye
PAY-000960,ABO-00320,MEM-00320,2026-06-05,49.0,prelevement_sepa,paye
PAY-000961,ABO-00321,MEM-00321,2026-04-05,49.0,prelevement_sepa,paye
PAY-000962,ABO-00321,MEM-00321,2026-05-05,49.0,prelevement_sepa,paye
PAY-000963,ABO-00321,MEM-00321,2026-06-05,49.0,prelevement_sepa,paye
PAY-000964,ABO-00322,MEM-00322,2026-04-05,49.0,prelevement_sepa,paye
PAY-000965,ABO-00322,MEM-00322,2026-05-05,49.0,prelevement_sepa,paye
PAY-000966,ABO-00322,MEM-00322,2026-06-05,49.0,prelevement_sepa,paye
PAY-000967,ABO-00323,MEM-00323,2026-04-05,49.0,prelevement_sepa,paye
PAY-000968,ABO-00323,MEM-00323,2026-05-05,49.0,prelevement_sepa,paye
PAY-000969,ABO-00323,MEM-00323,2026-06-05,49.0,prelevement_sepa,paye
PAY-000970,ABO-00324,MEM-00324,2026-04-05,49.0,cb,paye
PAY-000971,ABO-00324,MEM-00324,2026-05-05,49.0,cb,paye
PAY-000972,ABO-00324,MEM-00324,2026-06-05,49.0,cb,paye
PAY-000973,ABO-00325,MEM-00325,2026-04-05,49.0,especes,paye
PAY-000974,ABO-00325,MEM-00325,2026-05-05,49.0,especes,paye
PAY-000975,ABO-00325,MEM-00325,2026-06-05,49.0,especes,paye
PAY-000976,ABO-00326,MEM-00326,2026-04-05,49.0,prelevement_sepa,paye
PAY-000977,ABO-00326,MEM-00326,2026-05-05,49.0,prelevement_sepa,paye
PAY-000978,ABO-00326,MEM-00326,2026-06-05,49.0,prelevement_sepa,paye
PAY-000979,ABO-00327,MEM-00327,2026-04-05,49.0,cb,paye
PAY-000980,ABO-00327,MEM-00327,2026-05-05,49.0,cb,paye
PAY-000981,ABO-00327,MEM-00327,2026-06-05,49.0,cb,paye
PAY-000982,ABO-00328,MEM-00328,2026-04-05,49.0,cb,paye
PAY-000983,ABO-00328,MEM-00328,2026-05-05,49.0,cb,paye
PAY-000984,ABO-00328,MEM-00328,2026-06-05,49.0,cb,paye
PAY-000985,ABO-00329,MEM-00329,2026-04-05,49.0,prelevement_sepa,paye
PAY-000986,ABO-00329,MEM-00329,2026-05-05,49.0,prelevement_sepa,paye
PAY-000987,ABO-00329,MEM-00329,2026-06-05,49.0,prelevement_sepa,paye
PAY-000988,ABO-00330,MEM-00330,2026-04-05,69.0,prelevement_sepa,paye
PAY-000989,ABO-00330,MEM-00330,2026-05-05,69.0,prelevement_sepa,paye
PAY-000990,ABO-00330,MEM-00330,2026-06-05,69.0,prelevement_sepa,paye
PAY-000991,ABO-00331,MEM-00331,2026-04-05,69.0,prelevement_sepa,paye
PAY-000992,ABO-00331,MEM-00331,2026-05-05,69.0,prelevement_sepa,paye
PAY-000993,ABO-00331,MEM-00331,2026-06-05,69.0,prelevement_sepa,paye
PAY-000994,ABO-00332,MEM-00332,2026-04-05,49.0,prelevement_sepa,paye
PAY-000995,ABO-00332,MEM-00332,2026-05-05,49.0,prelevement_sepa,paye
PAY-000996,ABO-00332,MEM-00332,2026-06-05,49.0,prelevement_sepa,echoue
PAY-000997,ABO-00333,MEM-00333,2026-04-05,49.0,prelevement_sepa,paye
PAY-000998,ABO-00333,MEM-00333,2026-05-05,49.0,prelevement_sepa,paye
PAY-000999,ABO-00333,MEM-00333,2026-06-05,49.0,prelevement_sepa,paye
PAY-001000,ABO-00334,MEM-00334,2026-04-05,49.0,prelevement_sepa,paye
PAY-001001,ABO-00334,MEM-00334,2026-05-05,49.0,prelevement_sepa,paye
PAY-001002,ABO-00334,MEM-00334,2026-06-05,49.0,prelevement_sepa,paye
PAY-001003,ABO-00335,MEM-00335,2026-04-05,49.0,prelevement_sepa,echoue
PAY-001004,ABO-00335,MEM-00335,2026-05-05,49.0,prelevement_sepa,paye
PAY-001005,ABO-00335,MEM-00335,2026-06-05,49.0,prelevement_sepa,paye
PAY-001006,ABO-00336,MEM-00336,2026-04-05,49.0,prelevement_sepa,paye
PAY-001007,ABO-00336,MEM-00336,2026-05-05,49.0,prelevement_sepa,paye
PAY-001008,ABO-00336,MEM-00336,2026-06-05,49.0,prelevement_sepa,paye
PAY-001009,ABO-00337,MEM-00337,2026-04-05,49.0,prelevement_sepa,paye
PAY-001010,ABO-00337,MEM-00337,2026-05-05,49.0,prelevement_sepa,echoue
PAY-001011,ABO-00337,MEM-00337,2026-06-05,49.0,prelevement_sepa,paye
PAY-001012,ABO-00338,MEM-00338,2026-04-05,49.0,prelevement_sepa,paye
PAY-001013,ABO-00338,MEM-00338,2026-05-05,49.0,prelevement_sepa,paye
PAY-001014,ABO-00338,MEM-00338,2026-06-05,49.0,prelevement_sepa,paye
PAY-001015,ABO-00339,MEM-00339,2026-04-05,49.0,cb,paye
PAY-001016,ABO-00339,MEM-00339,2026-05-05,49.0,cb,paye
PAY-001017,ABO-00339,MEM-00339,2026-06-05,49.0,cb,paye
PAY-001018,ABO-00340,MEM-00340,2026-04-05,69.0,prelevement_sepa,paye
PAY-001019,ABO-00340,MEM-00340,2026-05-05,69.0,prelevement_sepa,paye
PAY-001020,ABO-00340,MEM-00340,2026-06-05,69.0,prelevement_sepa,echoue
PAY-001021,ABO-00341,MEM-00341,2026-04-05,49.0,prelevement_sepa,paye
PAY-001022,ABO-00341,MEM-00341,2026-05-05,49.0,prelevement_sepa,paye
PAY-001023,ABO-00341,MEM-00341,2026-06-05,49.0,prelevement_sepa,paye
PAY-001024,ABO-00342,MEM-00342,2026-04-05,49.0,prelevement_sepa,paye
PAY-001025,ABO-00342,MEM-00342,2026-05-05,49.0,prelevement_sepa,paye
PAY-001026,ABO-00342,MEM-00342,2026-06-05,49.0,prelevement_sepa,paye
PAY-001027,ABO-00343,MEM-00343,2026-04-05,49.0,prelevement_sepa,paye
PAY-001028,ABO-00343,MEM-00343,2026-05-05,49.0,prelevement_sepa,paye
PAY-001029,ABO-00343,MEM-00343,2026-06-05,49.0,prelevement_sepa,paye
PAY-001030,ABO-00344,MEM-00344,2026-04-05,49.0,prelevement_sepa,paye
PAY-001031,ABO-00344,MEM-00344,2026-05-05,49.0,prelevement_sepa,paye
PAY-001032,ABO-00344,MEM-00344,2026-06-05,49.0,prelevement_sepa,paye
PAY-001033,ABO-00345,MEM-00345,2026-04-05,69.0,especes,paye
PAY-001034,ABO-00345,MEM-00345,2026-05-05,69.0,especes,paye
PAY-001035,ABO-00345,MEM-00345,2026-06-05,69.0,especes,paye
PAY-001036,ABO-00346,MEM-00346,2026-04-05,49.0,prelevement_sepa,paye
PAY-001037,ABO-00346,MEM-00346,2026-05-05,49.0,prelevement_sepa,paye
PAY-001038,ABO-00346,MEM-00346,2026-06-05,49.0,prelevement_sepa,paye
PAY-001039,ABO-00347,MEM-00347,2026-04-05,49.0,prelevement_sepa,paye
PAY-001040,ABO-00347,MEM-00347,2026-05-05,49.0,prelevement_sepa,paye
PAY-001041,ABO-00347,MEM-00347,2026-06-05,49.0,prelevement_sepa,paye
PAY-001042,ABO-00348,MEM-00348,2026-04-05,49.0,prelevement_sepa,paye
PAY-001043,ABO-00348,MEM-00348,2026-05-05,49.0,prelevement_sepa,paye
PAY-001044,ABO-00348,MEM-00348,2026-06-05,49.0,prelevement_sepa,paye
PAY-001045,ABO-00349,MEM-00349,2026-04-05,49.0,prelevement_sepa,paye
PAY-001046,ABO-00349,MEM-00349,2026-05-05,49.0,prelevement_sepa,paye
PAY-001047,ABO-00349,MEM-00349,2026-06-05,49.0,prelevement_sepa,paye
PAY-001048,ABO-00350,MEM-00350,2026-04-05,49.0,prelevement_sepa,paye
PAY-001049,ABO-00350,MEM-00350,2026-05-05,49.0,prelevement_sepa,paye
PAY-001050,ABO-00350,MEM-00350,2026-06-05,49.0,prelevement_sepa,paye
PAY-001051,ABO-00351,MEM-00351,2026-04-05,49.0,cb,paye
PAY-001052,ABO-00351,MEM-00351,2026-05-05,49.0,cb,paye
PAY-001053,ABO-00351,MEM-00351,2026-06-05,49.0,cb,paye
PAY-001054,ABO-00352,MEM-00352,2026-04-05,49.0,cb,paye
PAY-001055,ABO-00352,MEM-00352,2026-05-05,49.0,cb,paye
PAY-001056,ABO-00352,MEM-00352,2026-06-05,49.0,cb,paye
PAY-001057,ABO-00353,MEM-00353,2026-04-05,69.0,prelevement_sepa,paye
PAY-001058,ABO-00353,MEM-00353,2026-05-05,69.0,prelevement_sepa,paye
PAY-001059,ABO-00353,MEM-00353,2026-06-05,69.0,prelevement_sepa,paye
PAY-001060,ABO-00354,MEM-00354,2026-04-05,69.0,prelevement_sepa,paye
PAY-001061,ABO-00354,MEM-00354,2026-05-05,69.0,prelevement_sepa,paye
PAY-001062,ABO-00354,MEM-00354,2026-06-05,69.0,prelevement_sepa,paye
PAY-001063,ABO-00355,MEM-00355,2026-04-05,49.0,especes,paye
PAY-001064,ABO-00355,MEM-00355,2026-05-05,49.0,especes,paye
PAY-001065,ABO-00355,MEM-00355,2026-06-05,49.0,especes,paye
PAY-001066,ABO-00356,MEM-00356,2026-04-05,49.0,cb,paye
PAY-001067,ABO-00356,MEM-00356,2026-05-05,49.0,cb,paye
PAY-001068,ABO-00356,MEM-00356,2026-06-05,49.0,cb,paye
PAY-001069,ABO-00357,MEM-00357,2026-04-05,49.0,prelevement_sepa,paye
PAY-001070,ABO-00357,MEM-00357,2026-05-05,49.0,prelevement_sepa,paye
PAY-001071,ABO-00357,MEM-00357,2026-06-05,49.0,prelevement_sepa,paye
PAY-001072,ABO-00358,MEM-00358,2026-04-05,49.0,especes,paye
PAY-001073,ABO-00358,MEM-00358,2026-05-05,49.0,especes,paye
PAY-001074,ABO-00358,MEM-00358,2026-06-05,49.0,especes,paye
PAY-001075,ABO-00359,MEM-00359,2026-04-05,49.0,prelevement_sepa,paye
PAY-001076,ABO-00359,MEM-00359,2026-05-05,49.0,prelevement_sepa,paye
PAY-001077,ABO-00359,MEM-00359,2026-06-05,49.0,prelevement_sepa,paye
PAY-001078,ABO-00360,MEM-00360,2026-04-05,69.0,prelevement_sepa,paye
PAY-001079,ABO-00360,MEM-00360,2026-05-05,69.0,prelevement_sepa,paye
PAY-001080,ABO-00360,MEM-00360,2026-06-05,69.0,prelevement_sepa,paye
PAY-001081,ABO-00361,MEM-00361,2026-04-05,69.0,prelevement_sepa,paye
PAY-001082,ABO-00361,MEM-00361,2026-05-05,69.0,prelevement_sepa,paye
PAY-001083,ABO-00361,MEM-00361,2026-06-05,69.0,prelevement_sepa,paye
PAY-001084,ABO-00362,MEM-00362,2026-04-05,69.0,prelevement_sepa,paye
PAY-001085,ABO-00362,MEM-00362,2026-05-05,69.0,prelevement_sepa,paye
PAY-001086,ABO-00362,MEM-00362,2026-06-05,69.0,prelevement_sepa,paye
PAY-001087,ABO-00363,MEM-00363,2026-04-05,49.0,prelevement_sepa,paye
PAY-001088,ABO-00363,MEM-00363,2026-05-05,49.0,prelevement_sepa,paye
PAY-001089,ABO-00363,MEM-00363,2026-06-05,49.0,prelevement_sepa,paye
PAY-001090,ABO-00364,MEM-00364,2026-04-05,49.0,prelevement_sepa,paye
PAY-001091,ABO-00364,MEM-00364,2026-05-05,49.0,prelevement_sepa,paye
PAY-001092,ABO-00364,MEM-00364,2026-06-05,49.0,prelevement_sepa,paye
PAY-001093,ABO-00365,MEM-00365,2026-04-05,49.0,especes,paye
PAY-001094,ABO-00365,MEM-00365,2026-05-05,49.0,especes,paye
PAY-001095,ABO-00365,MEM-00365,2026-06-05,49.0,especes,paye
PAY-001096,ABO-00366,MEM-00366,2026-04-05,69.0,prelevement_sepa,paye
PAY-001097,ABO-00366,MEM-00366,2026-05-05,69.0,prelevement_sepa,paye
PAY-001098,ABO-00366,MEM-00366,2026-06-05,69.0,prelevement_sepa,paye
PAY-001099,ABO-00367,MEM-00367,2026-04-05,69.0,cb,paye
PAY-001100,ABO-00367,MEM-00367,2026-05-05,69.0,cb,paye
PAY-001101,ABO-00367,MEM-00367,2026-06-05,69.0,cb,paye
PAY-001102,ABO-00368,MEM-00368,2026-04-05,49.0,prelevement_sepa,paye
PAY-001103,ABO-00368,MEM-00368,2026-05-05,49.0,prelevement_sepa,paye
PAY-001104,ABO-00368,MEM-00368,2026-06-05,49.0,prelevement_sepa,paye
PAY-001105,ABO-00369,MEM-00369,2026-04-05,49.0,prelevement_sepa,paye
PAY-001106,ABO-00369,MEM-00369,2026-05-05,49.0,prelevement_sepa,paye
PAY-001107,ABO-00369,MEM-00369,2026-06-05,49.0,prelevement_sepa,paye
PAY-001108,ABO-00370,MEM-00370,2026-04-05,49.0,prelevement_sepa,paye
PAY-001109,ABO-00370,MEM-00370,2026-05-05,49.0,prelevement_sepa,paye
PAY-001110,ABO-00370,MEM-00370,2026-06-05,49.0,prelevement_sepa,paye
PAY-001111,ABO-00371,MEM-00371,2026-04-05,49.0,prelevement_sepa,paye
PAY-001112,ABO-00371,MEM-00371,2026-05-05,49.0,prelevement_sepa,paye
PAY-001113,ABO-00371,MEM-00371,2026-06-05,49.0,prelevement_sepa,paye
PAY-001114,ABO-00372,MEM-00372,2026-04-05,49.0,prelevement_sepa,paye
PAY-001115,ABO-00372,MEM-00372,2026-05-05,49.0,prelevement_sepa,paye
PAY-001116,ABO-00372,MEM-00372,2026-06-05,49.0,prelevement_sepa,paye
PAY-001117,ABO-00373,MEM-00373,2026-04-05,49.0,prelevement_sepa,paye
PAY-001118,ABO-00373,MEM-00373,2026-05-05,49.0,prelevement_sepa,paye
PAY-001119,ABO-00373,MEM-00373,2026-06-05,49.0,prelevement_sepa,paye
PAY-001120,ABO-00374,MEM-00374,2026-04-05,49.0,prelevement_sepa,paye
PAY-001121,ABO-00374,MEM-00374,2026-05-05,49.0,prelevement_sepa,paye
PAY-001122,ABO-00374,MEM-00374,2026-06-05,49.0,prelevement_sepa,paye
