checkin_id,membre_id,date_heure_entree,type_acces
CHK-001217,MEM-00208,2026-06-05T08:30,badge
CHK-001218,MEM-00208,2026-06-05T10:00,badge
CHK-001219,MEM-00208,2026-06-05T18:00,qr_code
CHK-001220,MEM-00208,2026-06-06T09:00,qr_code
CHK-001221,MEM-00208,2026-06-09T17:10,qr_code
CHK-001222,MEM-00208,2026-06-12T17:20,badge
CHK-001223,MEM-00208,2026-06-14T15:20,qr_code
CHK-001224,MEM-00208,2026-06-16T11:45,badge
CHK-001225,MEM-00208,2026-06-16T18:00,badge
CHK-001226,MEM-00208,2026-06-18T11:45,qr_code
CHK-001227,MEM-00208,2026-06-20T17:30,qr_code
CHK-001228,MEM-00210,2026-06-03T09:45,badge
CHK-001229,MEM-00210,2026-06-05T09:20,qr_code
CHK-001230,MEM-00210,2026-06-05T16:10,qr_code
CHK-001231,MEM-00210,2026-06-09T10:30,qr_code
CHK-001232,MEM-00210,2026-06-11T09:30,badge
CHK-001233,MEM-00210,2026-06-14T10:20,qr_code
CHK-001234,MEM-00210,2026-06-20T15:20,qr_code
CHK-001235,MEM-00211,2026-06-03T16:20,qr_code
CHK-001236,MEM-00211,2026-06-04T10:10,badge
CHK-001237,MEM-00211,2026-06-05T08:00,qr_code
CHK-001238,MEM-00211,2026-06-05T16:45,qr_code
CHK-001239,MEM-00211,2026-06-09T11:20,qr_code
CHK-001240,MEM-00211,2026-06-10T16:45,qr_code
CHK-001241,MEM-00211,2026-06-17T16:45,badge
CHK-001242,MEM-00211,2026-06-18T14:45,qr_code
CHK-001243,MEM-00212,2026-06-03T09:30,badge
CHK-001244,MEM-00212,2026-06-04T18:20,badge
CHK-001245,MEM-00212,2026-06-06T14:30,qr_code
CHK-001246,MEM-00212,2026-06-07T17:20,qr_code
CHK-001247,MEM-00212,2026-06-09T11:45,badge
CHK-001248,MEM-00212,2026-06-11T16:00,qr_code
CHK-001249,MEM-00212,2026-06-11T19:45,badge
CHK-001250,MEM-00212,2026-06-12T11:30,badge
CHK-001251,MEM-00212,2026-06-12T18:00,badge
CHK-001252,MEM-00212,2026-06-12T18:30,qr_code
CHK-001253,MEM-00212,2026-06-16T19:30,badge
CHK-001254,MEM-00212,2026-06-17T14:10,badge
CHK-001255,MEM-00212,2026-06-18T18:30,badge
CHK-001256,MEM-00212,2026-06-19T14:00,qr_code
CHK-001257,MEM-00212,2026-06-20T11:10,badge
CHK-001258,MEM-00213,2026-06-03T19:45,badge
CHK-001259,MEM-00213,2026-06-11T18:45,qr_code
CHK-001260,MEM-00213,2026-06-18T10:20,qr_code
CHK-001261,MEM-00213,2026-06-19T14:20,qr_code
CHK-001262,MEM-00213,2026-06-19T18:30,qr_code
CHK-001263,MEM-00214,2026-06-02T10:00,badge
CHK-001264,MEM-00214,2026-06-04T19:10,badge
CHK-001265,MEM-00214,2026-06-05T19:30,badge
CHK-001266,MEM-00214,2026-06-13T09:20,badge
CHK-001267,MEM-00214,2026-06-16T11:20,badge
CHK-001268,MEM-00214,2026-06-20T19:00,badge
CHK-001269,MEM-00215,2026-06-11T14:20,qr_code
CHK-001270,MEM-00215,2026-06-16T16:10,qr_code
CHK-001271,MEM-00216,2026-06-03T16:45,qr_code
CHK-001272,MEM-00216,2026-06-12T11:10,qr_code
CHK-001273,MEM-00216,2026-06-13T11:30,qr_code
CHK-001274,MEM-00216,2026-06-16T10:30,badge
CHK-001275,MEM-00216,2026-06-18T09:10,qr_code
CHK-001276,MEM-00216,2026-06-18T11:00,qr_code
CHK-001277,MEM-00216,2026-06-19T08:10,badge
CHK-001278,MEM-00216,2026-06-21T09:20,qr_code
CHK-001279,MEM-00217,2026-06-03T09:00,badge
CHK-001280,MEM-00217,2026-06-03T10:00,badge
CHK-001281,MEM-00217,2026-06-03T17:10,badge
CHK-001282,MEM-00217,2026-06-04T10:20,qr_code
CHK-001283,MEM-00217,2026-06-10T14:45,qr_code
CHK-001284,MEM-00217,2026-06-13T09:10,badge
CHK-001285,MEM-00217,2026-06-13T17:30,qr_code
CHK-001286,MEM-00217,2026-06-21T19:00,qr_code
CHK-001287,MEM-00218,2026-06-02T17:30,qr_code
CHK-001288,MEM-00218,2026-06-03T08:45,qr_code
CHK-001289,MEM-00218,2026-06-06T14:45,qr_code
CHK-001290,MEM-00218,2026-06-10T08:20,badge
CHK-001291,MEM-00218,2026-06-12T19:00,qr_code
CHK-001292,MEM-00218,2026-06-13T14:45,qr_code
CHK-001293,MEM-00218,2026-06-13T18:20,badge
CHK-001294,MEM-00218,2026-06-14T15:45,qr_code
CHK-001295,MEM-00218,2026-06-18T10:10,qr_code
CHK-001296,MEM-00220,2026-06-04T10:00,badge
CHK-001297,MEM-00220,2026-06-05T18:00,badge
CHK-001298,MEM-00220,2026-06-06T09:30,qr_code
CHK-001299,MEM-00220,2026-06-10T18:00,badge
CHK-001300,MEM-00220,2026-06-10T18:10,qr_code
CHK-001301,MEM-00220,2026-06-17T15:20,badge
CHK-001302,MEM-00220,2026-06-19T09:00,badge
CHK-001303,MEM-00220,2026-06-20T17:10,qr_code
CHK-001304,MEM-00221,2026-06-06T08:00,badge
CHK-001305,MEM-00221,2026-06-09T15:00,qr_code
CHK-001306,MEM-00221,2026-06-10T16:30,qr_code
CHK-001307,MEM-00221,2026-06-14T09:45,qr_code
CHK-001308,MEM-00221,2026-06-17T09:10,badge
CHK-001309,MEM-00221,2026-06-21T16:10,badge
CHK-001310,MEM-00221,2026-06-21T18:45,qr_code
CHK-001311,MEM-00222,2026-06-07T16:45,badge
CHK-001312,MEM-00222,2026-06-13T08:20,badge
CHK-001313,MEM-00222,2026-06-20T08:45,qr_code
CHK-001314,MEM-00223,2026-06-06T09:00,badge
CHK-001315,MEM-00223,2026-06-07T14:20,qr_code
CHK-001316,MEM-00223,2026-06-07T16:20,badge
CHK-001317,MEM-00223,2026-06-14T15:45,qr_code
CHK-001318,MEM-00223,2026-06-14T17:45,qr_code
CHK-001319,MEM-00223,2026-06-14T18:30,qr_code
CHK-001320,MEM-00223,2026-06-18T10:10,badge
CHK-001321,MEM-00224,2026-06-02T08:45,qr_code
CHK-001322,MEM-00224,2026-06-02T15:00,qr_code
CHK-001323,MEM-00224,2026-06-03T18:20,qr_code
CHK-001324,MEM-00224,2026-06-06T14:00,qr_code
CHK-001325,MEM-00224,2026-06-09T19:45,qr_code
CHK-001326,MEM-00224,2026-06-14T11:20,qr_code
CHK-001327,MEM-00224,2026-06-16T15:10,badge
CHK-001328,MEM-00226,2026-06-05T14:20,badge
CHK-001329,MEM-00226,2026-06-09T11:00,badge
CHK-001330,MEM-00226,2026-06-13T15:00,badge
CHK-001331,MEM-00226,2026-06-14T11:10,badge
CHK-001332,MEM-00226,2026-06-14T18:20,badge
CHK-001333,MEM-00227,2026-06-02T10:10,qr_code
CHK-001334,MEM-00227,2026-06-05T15:30,badge
CHK-001335,MEM-00227,2026-06-09T15:00,qr_code
CHK-001336,MEM-00227,2026-06-11T11:20,badge
CHK-001337,MEM-00227,2026-06-11T14:30,badge
CHK-001338,MEM-00227,2026-06-13T16:45,badge
CHK-001339,MEM-00227,2026-06-16T08:45,badge
CHK-001340,MEM-00227,2026-06-17T15:00,qr_code
CHK-001341,MEM-00227,2026-06-21T08:45,qr_code
CHK-001342,MEM-00229,2026-06-02T10:10,qr_code
CHK-001343,MEM-00229,2026-06-02T19:10,qr_code
CHK-001344,MEM-00229,2026-06-10T16:10,qr_code
CHK-001345,MEM-00229,2026-06-12T15:30,badge
CHK-001346,MEM-00229,2026-06-13T15:10,badge
CHK-001347,MEM-00229,2026-06-16T15:20,qr_code
CHK-001348,MEM-00229,2026-06-16T15:30,badge
CHK-001349,MEM-00229,2026-06-17T14:10,badge
CHK-001350,MEM-00230,2026-06-02T17:00,qr_code
CHK-001351,MEM-00230,2026-06-05T08:30,badge
CHK-001352,MEM-00230,2026-06-11T09:20,qr_code
CHK-001353,MEM-00230,2026-06-12T15:10,badge
CHK-001354,MEM-00230,2026-06-16T15:00,qr_code
CHK-001355,MEM-00230,2026-06-21T19:45,badge
CHK-001356,MEM-00231,2026-06-03T19:10,qr_code
CHK-001357,MEM-00231,2026-06-05T19:20,badge
CHK-001358,MEM-00231,2026-06-11T09:45,qr_code
CHK-001359,MEM-00231,2026-06-13T18:00,qr_code
CHK-001360,MEM-00231,2026-06-18T16:30,qr_code
CHK-001361,MEM-00231,2026-06-19T10:20,qr_code
CHK-001362,MEM-00231,2026-06-19T10:45,qr_code
CHK-001363,MEM-00231,2026-06-19T16:30,qr_code
CHK-001364,MEM-00232,2026-06-04T15:10,qr_code
CHK-001365,MEM-00232,2026-06-05T09:30,badge
CHK-001366,MEM-00232,2026-06-09T17:10,badge
CHK-001367,MEM-00232,2026-06-10T08:30,qr_code
CHK-001368,MEM-00232,2026-06-14T16:20,badge
CHK-001369,MEM-00232,2026-06-16T08:10,qr_code
CHK-001370,MEM-00232,2026-06-16T08:20,badge
CHK-001371,MEM-00232,2026-06-17T10:20,qr_code
CHK-001372,MEM-00233,2026-06-03T11:10,qr_code
CHK-001373,MEM-00233,2026-06-03T18:45,badge
CHK-001374,MEM-00233,2026-06-06T16:20,qr_code
CHK-001375,MEM-00233,2026-06-09T10:00,badge
CHK-001376,MEM-00233,2026-06-11T10:30,qr_code
CHK-001377,MEM-00233,2026-06-17T18:10,badge
CHK-001378,MEM-00233,2026-06-20T19:10,qr_code
CHK-001379,MEM-00234,2026-06-16T14:10,badge
CHK-001380,MEM-00235,2026-06-07T10:20,badge
CHK-001381,MEM-00235,2026-06-13T11:10,qr_code
CHK-001382,MEM-00236,2026-06-02T15:30,badge
CHK-001383,MEM-00236,2026-06-02T18:30,qr_code
CHK-001384,MEM-00236,2026-06-09T09:00,qr_code
CHK-001385,MEM-00236,2026-06-13T15:45,qr_code
CHK-001386,MEM-00236,2026-06-16T18:00,qr_code
CHK-001387,MEM-00236,2026-06-18T09:10,badge
CHK-001388,MEM-00236,2026-06-18T10:45,badge
CHK-001389,MEM-00236,2026-06-21T17:00,qr_code
CHK-001390,MEM-00237,2026-06-02T10:45,badge
CHK-001391,MEM-00237,2026-06-03T14:20,qr_code
CHK-001392,MEM-00237,2026-06-05T11:20,badge
CHK-001393,MEM-00237,2026-06-12T09:10,qr_code
CHK-001394,MEM-00237,2026-06-16T09:10,qr_code
CHK-001395,MEM-00237,2026-06-19T16:45,badge
CHK-001396,MEM-00237,2026-06-20T16:10,qr_code
CHK-001397,MEM-00238,2026-06-03T14:20,qr_code
CHK-001398,MEM-00238,2026-06-04T16:20,badge
CHK-001399,MEM-00238,2026-06-06T17:20,qr_code
CHK-001400,MEM-00238,2026-06-07T15:10,qr_code
CHK-001401,MEM-00238,2026-06-10T10:30,qr_code
CHK-001402,MEM-00238,2026-06-12T19:45,badge
CHK-001403,MEM-00238,2026-06-14T17:30,qr_code
CHK-001404,MEM-00238,2026-06-16T15:00,badge
CHK-001405,MEM-00238,2026-06-17T14:30,badge
CHK-001406,MEM-00238,2026-06-20T11:10,qr_code
CHK-001407,MEM-00238,2026-06-20T17:10,badge
CHK-001408,MEM-00239,2026-06-03T19:10,qr_code
CHK-001409,MEM-00239,2026-06-06T16:10,badge
CHK-001410,MEM-00239,2026-06-07T14:00,badge
CHK-001411,MEM-00239,2026-06-10T08:20,badge
CHK-001412,MEM-00239,2026-06-16T19:45,badge
CHK-001413,MEM-00239,2026-06-19T15:00,qr_code
CHK-001414,MEM-00240,2026-06-03T09:00,badge
CHK-001415,MEM-00240,2026-06-09T15:45,badge
CHK-001416,MEM-00240,2026-06-12T16:45,qr_code
CHK-001417,MEM-00240,2026-06-13T09:10,badge
CHK-001418,MEM-00240,2026-06-13T15:45,qr_code
CHK-001419,MEM-00240,2026-06-17T08:45,qr_code
CHK-001420,MEM-00240,2026-06-21T09:45,badge
CHK-001421,MEM-00241,2026-06-02T19:30,badge
CHK-001422,MEM-00241,2026-06-02T19:45,badge
CHK-001423,MEM-00241,2026-06-06T19:45,qr_code
CHK-001424,MEM-00241,2026-06-10T14:00,badge
CHK-001425,MEM-00243,2026-06-03T11:20,qr_code
CHK-001426,MEM-00243,2026-06-04T11:30,qr_code
CHK-001427,MEM-00243,2026-06-04T19:10,qr_code
CHK-001428,MEM-00243,2026-06-05T17:30,badge
CHK-001429,MEM-00243,2026-06-09T18:00,qr_code
CHK-001430,MEM-00243,2026-06-09T18:10,badge
CHK-001431,MEM-00243,2026-06-13T18:30,badge
CHK-001432,MEM-00243,2026-06-20T08:30,badge
CHK-001433,MEM-00243,2026-06-21T09:20,badge
CHK-001434,MEM-00244,2026-06-03T15:00,badge
CHK-001435,MEM-00244,2026-06-05T08:00,badge
CHK-001436,MEM-00244,2026-06-06T19:45,qr_code
CHK-001437,MEM-00244,2026-06-09T11:00,qr_code
CHK-001438,MEM-00244,2026-06-11T10:20,badge
CHK-001439,MEM-00244,2026-06-12T11:30,badge
CHK-001440,MEM-00244,2026-06-12T15:45,badge
CHK-001441,MEM-00244,2026-06-17T09:45,qr_code
CHK-001442,MEM-00244,2026-06-17T09:45,qr_code
CHK-001443,MEM-00244,2026-06-19T14:20,qr_code
CHK-001444,MEM-00245,2026-06-03T18:45,qr_code
CHK-001445,MEM-00245,2026-06-09T08:20,qr_code
CHK-001446,MEM-00245,2026-06-09T08:45,badge
CHK-001447,MEM-00245,2026-06-10T09:45,badge
CHK-001448,MEM-00245,2026-06-11T08:10,qr_code
CHK-001449,MEM-00245,2026-06-11T19:00,badge
CHK-001450,MEM-00245,2026-06-17T11:10,qr_code
CHK-001451,MEM-00245,2026-06-18T11:45,qr_code
CHK-001452,MEM-00245,2026-06-18T14:10,qr_code
CHK-001453,MEM-00245,2026-06-20T09:10,badge
CHK-001454,MEM-00245,2026-06-20T14:10,qr_code
CHK-001455,MEM-00246,2026-06-09T18:30,badge
CHK-001456,MEM-00246,2026-06-10T10:20,qr_code
CHK-001457,MEM-00246,2026-06-11T18:20,qr_code
CHK-001458,MEM-00246,2026-06-13T09:20,qr_code
CHK-001459,MEM-00246,2026-06-13T10:10,badge
CHK-001460,MEM-00246,2026-06-13T15:30,qr_code
CHK-001461,MEM-00246,2026-06-14T08:10,qr_code
CHK-001462,MEM-00246,2026-06-20T09:20,badge
CHK-001463,MEM-00247,2026-06-03T18:30,qr_code
CHK-001464,MEM-00247,2026-06-10T16:10,qr_code
CHK-001465,MEM-00247,2026-06-11T10:30,qr_code
CHK-001466,MEM-00247,2026-06-11T18:30,badge
CHK-001467,MEM-00247,2026-06-12T08:10,badge
CHK-001468,MEM-00247,2026-06-12T18:20,qr_code
CHK-001469,MEM-00247,2026-06-16T16:30,qr_code
CHK-001470,MEM-00247,2026-06-18T08:20,qr_code
CHK-001471,MEM-00247,2026-06-18T18:30,qr_code
CHK-001472,MEM-00247,2026-06-19T11:30,qr_code
CHK-001473,MEM-00247,2026-06-21T10:20,qr_code
CHK-001474,MEM-00248,2026-06-02T15:30,badge
CHK-001475,MEM-00248,2026-06-06T11:10,qr_code
CHK-001476,MEM-00248,2026-06-06T14:10,badge
CHK-001477,MEM-00248,2026-06-07T10:45,badge
CHK-001478,MEM-00248,2026-06-14T18:10,badge
CHK-001479,MEM-00248,2026-06-17T10:00,qr_code
CHK-001480,MEM-00248,2026-06-20T11:45,qr_code
CHK-001481,MEM-00250,2026-06-04T18:45,qr_code
CHK-001482,MEM-00250,2026-06-04T19:30,qr_code
CHK-001483,MEM-00250,2026-06-06T10:45,qr_code
CHK-001484,MEM-00250,2026-06-06T14:10,badge
CHK-001485,MEM-00250,2026-06-06T15:20,badge
CHK-001486,MEM-00250,2026-06-11T14:10,qr_code
CHK-001487,MEM-00250,2026-06-13T08:45,qr_code
CHK-001488,MEM-00250,2026-06-21T10:30,qr_code
CHK-001489,MEM-00251,2026-06-04T15:10,qr_code
CHK-001490,MEM-00251,2026-06-11T18:00,badge
CHK-001491,MEM-00251,2026-06-13T17:45,qr_code
CHK-001492,MEM-00251,2026-06-18T10:10,qr_code
CHK-001493,MEM-00251,2026-06-18T18:20,qr_code
CHK-001494,MEM-00251,2026-06-19T14:30,badge
CHK-001495,MEM-00251,2026-06-19T18:10,badge
CHK-001496,MEM-00252,2026-06-03T19:45,badge
CHK-001497,MEM-00252,2026-06-04T10:00,qr_code
CHK-001498,MEM-00252,2026-06-06T10:00,badge
CHK-001499,MEM-00252,2026-06-06T14:00,badge
CHK-001500,MEM-00252,2026-06-06T19:30,badge
CHK-001501,MEM-00252,2026-06-07T18:30,badge
CHK-001502,MEM-00252,2026-06-10T15:30,badge
CHK-001503,MEM-00252,2026-06-12T08:20,qr_code
CHK-001504,MEM-00252,2026-06-17T08:10,badge
CHK-001505,MEM-00254,2026-06-02T16:45,badge
CHK-001506,MEM-00254,2026-06-02T18:45,badge
CHK-001507,MEM-00254,2026-06-03T11:10,badge
CHK-001508,MEM-00254,2026-06-09T10:30,badge
CHK-001509,MEM-00254,2026-06-11T08:45,badge
CHK-001510,MEM-00254,2026-06-13T08:10,badge
CHK-001511,MEM-00254,2026-06-14T19:30,badge
CHK-001512,MEM-00254,2026-06-20T16:30,qr_code
CHK-001513,MEM-00254,2026-06-21T11:00,qr_code
CHK-001514,MEM-00255,2026-06-02T19:30,qr_code
CHK-001515,MEM-00255,2026-06-04T17:20,qr_code
CHK-001516,MEM-00255,2026-06-06T19:10,badge
CHK-001517,MEM-00255,2026-06-20T16:00,badge
CHK-001518,MEM-00255,2026-06-20T17:10,badge
CHK-001519,MEM-00255,2026-06-20T18:00,badge
CHK-001520,MEM-00255,2026-06-21T10:45,badge
CHK-001521,MEM-00256,2026-06-05T10:00,badge
CHK-001522,MEM-00256,2026-06-05T16:45,badge
CHK-001523,MEM-00256,2026-06-09T14:30,badge
CHK-001524,MEM-00256,2026-06-12T14:30,qr_code
CHK-001525,MEM-00256,2026-06-17T11:10,badge
CHK-001526,MEM-00258,2026-06-03T11:00,qr_code
CHK-001527,MEM-00258,2026-06-04T09:00,qr_code
CHK-001528,MEM-00258,2026-06-07T17:45,badge
CHK-001529,MEM-00258,2026-06-12T18:30,badge
CHK-001530,MEM-00260,2026-06-03T15:00,badge
CHK-001531,MEM-00260,2026-06-04T19:30,qr_code
CHK-001532,MEM-00260,2026-06-05T14:10,badge
CHK-001533,MEM-00260,2026-06-06T18:45,qr_code
CHK-001534,MEM-00260,2026-06-10T15:20,badge
CHK-001535,MEM-00260,2026-06-11T11:30,badge
CHK-001536,MEM-00260,2026-06-11T17:20,badge
CHK-001537,MEM-00260,2026-06-13T09:45,qr_code
CHK-001538,MEM-00260,2026-06-13T14:45,qr_code
CHK-001539,MEM-00260,2026-06-16T16:20,badge
CHK-001540,MEM-00260,2026-06-18T08:30,qr_code
CHK-001541,MEM-00261,2026-06-03T16:00,qr_code
CHK-001542,MEM-00261,2026-06-09T10:10,badge
CHK-001543,MEM-00261,2026-06-10T09:10,badge
CHK-001544,MEM-00261,2026-06-16T09:00,qr_code
CHK-001545,MEM-00261,2026-06-17T11:20,qr_code
CHK-001546,MEM-00261,2026-06-17T19:20,qr_code
CHK-001547,MEM-00261,2026-06-18T08:30,qr_code
CHK-001548,MEM-00261,2026-06-21T14:30,badge
CHK-001549,MEM-00262,2026-06-02T09:10,qr_code
CHK-001550,MEM-00262,2026-06-05T11:45,badge
CHK-001551,MEM-00262,2026-06-09T16:10,qr_code
CHK-001552,MEM-00262,2026-06-10T08:00,badge
CHK-001553,MEM-00262,2026-06-10T14:20,badge
CHK-001554,MEM-00262,2026-06-10T19:45,qr_code
CHK-001555,MEM-00262,2026-06-13T14:10,badge
CHK-001556,MEM-00262,2026-06-13T16:10,badge
CHK-001557,MEM-00262,2026-06-18T15:30,qr_code
CHK-001558,MEM-00262,2026-06-20T08:10,qr_code
CHK-001559,MEM-00262,2026-06-21T09:00,qr_code
CHK-001560,MEM-00265,2026-06-17T15:10,badge
CHK-001561,MEM-00265,2026-06-21T16:00,badge
CHK-001562,MEM-00266,2026-06-02T09:20,badge
CHK-001563,MEM-00266,2026-06-02T15:10,badge
CHK-001564,MEM-00266,2026-06-02T17:30,qr_code
CHK-001565,MEM-00266,2026-06-05T14:30,badge
CHK-001566,MEM-00266,2026-06-16T16:10,badge
CHK-001567,MEM-00266,2026-06-20T19:30,qr_code
CHK-001568,MEM-00267,2026-06-18T17:00,qr_code
CHK-001569,MEM-00268,2026-06-07T19:10,badge
CHK-001570,MEM-00270,2026-06-03T16:45,badge
CHK-001571,MEM-00270,2026-06-06T15:45,qr_code
CHK-001572,MEM-00270,2026-06-07T17:20,qr_code
CHK-001573,MEM-00270,2026-06-10T14:20,badge
CHK-001574,MEM-00270,2026-06-11T17:30,qr_code
CHK-001575,MEM-00270,2026-06-16T19:10,qr_code
CHK-001576,MEM-00270,2026-06-16T19:45,qr_code
CHK-001577,MEM-00270,2026-06-17T16:45,badge
CHK-001578,MEM-00271,2026-06-03T18:45,badge
CHK-001579,MEM-00271,2026-06-04T14:45,qr_code
CHK-001580,MEM-00271,2026-06-17T16:10,badge
CHK-001581,MEM-00271,2026-06-19T16:20,qr_code
CHK-001582,MEM-00272,2026-06-05T11:00,qr_code
CHK-001583,MEM-00272,2026-06-06T10:20,badge
CHK-001584,MEM-00272,2026-06-12T16:20,badge
CHK-001585,MEM-00272,2026-06-16T16:20,qr_code
CHK-001586,MEM-00272,2026-06-17T15:10,qr_code
CHK-001587,MEM-00272,2026-06-19T10:10,badge
CHK-001588,MEM-00272,2026-06-21T09:45,badge
CHK-001589,MEM-00273,2026-06-03T17:10,qr_code
CHK-001590,MEM-00273,2026-06-04T09:00,badge
CHK-001591,MEM-00273,2026-06-04T19:00,qr_code
CHK-001592,MEM-00273,2026-06-06T15:10,qr_code
CHK-001593,MEM-00273,2026-06-07T11:30,badge
CHK-001594,MEM-00273,2026-06-19T11:00,qr_code
CHK-001595,MEM-00273,2026-06-20T14:10,badge
CHK-001596,MEM-00274,2026-06-02T18:30,qr_code
CHK-001597,MEM-00274,2026-06-03T14:20,qr_code
CHK-001598,MEM-00274,2026-06-04T15:45,qr_code
CHK-001599,MEM-00274,2026-06-06T18:30,badge
CHK-001600,MEM-00274,2026-06-07T08:20,badge
CHK-001601,MEM-00274,2026-06-12T15:45,qr_code
CHK-001602,MEM-00274,2026-06-21T17:10,badge
CHK-001603,MEM-00275,2026-06-02T15:30,badge
CHK-001604,MEM-00275,2026-06-03T08:10,badge
CHK-001605,MEM-00275,2026-06-09T14:00,badge
CHK-001606,MEM-00275,2026-06-14T15:45,badge
CHK-001607,MEM-00275,2026-06-17T19:45,qr_code
CHK-001608,MEM-00275,2026-06-20T19:10,qr_code
CHK-001609,MEM-00276,2026-06-02T14:10,qr_code
CHK-001610,MEM-00276,2026-06-04T10:10,qr_code
CHK-001611,MEM-00276,2026-06-09T11:10,qr_code
CHK-001612,MEM-00276,2026-06-17T14:00,badge
CHK-001613,MEM-00276,2026-06-17T17:10,badge
CHK-001614,MEM-00276,2026-06-20T14:20,badge
CHK-001615,MEM-00277,2026-06-02T14:20,badge
CHK-001616,MEM-00277,2026-06-07T10:30,qr_code
CHK-001617,MEM-00277,2026-06-10T08:30,qr_code
CHK-001618,MEM-00277,2026-06-21T18:00,badge
CHK-001619,MEM-00278,2026-06-04T08:00,qr_code
CHK-001620,MEM-00278,2026-06-04T09:45,badge
CHK-001621,MEM-00278,2026-06-05T08:20,badge
CHK-001622,MEM-00278,2026-06-05T15:30,qr_code
CHK-001623,MEM-00278,2026-06-06T15:45,badge
CHK-001624,MEM-00278,2026-06-10T08:30,qr_code
CHK-001625,MEM-00278,2026-06-10T17:00,badge
CHK-001626,MEM-00278,2026-06-14T17:45,badge
CHK-001627,MEM-00278,2026-06-21T19:20,badge
CHK-001628,MEM-00279,2026-06-07T18:45,badge
CHK-001629,MEM-00280,2026-06-19T08:00,qr_code
CHK-001630,MEM-00281,2026-06-02T10:30,badge
CHK-001631,MEM-00281,2026-06-03T08:30,qr_code
CHK-001632,MEM-00281,2026-06-06T11:45,qr_code
CHK-001633,MEM-00281,2026-06-06T18:20,badge
CHK-001634,MEM-00281,2026-06-16T08:45,badge
CHK-001635,MEM-00281,2026-06-20T16:30,badge
CHK-001636,MEM-00281,2026-06-21T18:10,qr_code
CHK-001637,MEM-00283,2026-06-04T10:00,qr_code
CHK-001638,MEM-00283,2026-06-10T17:20,badge
CHK-001639,MEM-00283,2026-06-17T15:30,badge
CHK-001640,MEM-00283,2026-06-20T11:45,badge
CHK-001641,MEM-00283,2026-06-20T17:20,qr_code
CHK-001642,MEM-00284,2026-06-04T17:45,qr_code
CHK-001643,MEM-00284,2026-06-05T19:45,badge
CHK-001644,MEM-00284,2026-06-14T10:10,qr_code
CHK-001645,MEM-00284,2026-06-18T08:45,qr_code
CHK-001646,MEM-00286,2026-06-04T14:00,badge
CHK-001647,MEM-00286,2026-06-07T10:20,qr_code
CHK-001648,MEM-00286,2026-06-09T14:30,qr_code
CHK-001649,MEM-00286,2026-06-11T09:30,badge
CHK-001650,MEM-00286,2026-06-11T16:00,qr_code
CHK-001651,MEM-00286,2026-06-11T18:20,qr_code
CHK-001652,MEM-00286,2026-06-12T16:30,qr_code
CHK-001653,MEM-00287,2026-06-02T11:30,badge
CHK-001654,MEM-00287,2026-06-04T11:00,badge
CHK-001655,MEM-00287,2026-06-07T10:30,qr_code
CHK-001656,MEM-00287,2026-06-09T15:00,qr_code
CHK-001657,MEM-00287,2026-06-16T09:00,qr_code
CHK-001658,MEM-00287,2026-06-19T15:45,badge
CHK-001659,MEM-00287,2026-06-19T19:10,qr_code
CHK-001660,MEM-00287,2026-06-21T11:10,badge
CHK-001661,MEM-00287,2026-06-21T15:20,badge
CHK-001662,MEM-00288,2026-06-03T15:10,badge
CHK-001663,MEM-00288,2026-06-03T19:20,qr_code
CHK-001664,MEM-00288,2026-06-05T10:10,qr_code
CHK-001665,MEM-00288,2026-06-07T08:20,badge
CHK-001666,MEM-00288,2026-06-09T08:45,badge
CHK-001667,MEM-00288,2026-06-14T09:00,badge
CHK-001668,MEM-00288,2026-06-14T17:30,qr_code
CHK-001669,MEM-00289,2026-06-04T11:45,badge
CHK-001670,MEM-00289,2026-06-13T18:10,badge
CHK-001671,MEM-00289,2026-06-19T15:30,qr_code
CHK-001672,MEM-00290,2026-06-02T15:10,qr_code
CHK-001673,MEM-00290,2026-06-02T18:10,qr_code
CHK-001674,MEM-00290,2026-06-05T11:00,qr_code
CHK-001675,MEM-00290,2026-06-05T16:00,badge
CHK-001676,MEM-00290,2026-06-05T17:10,qr_code
CHK-001677,MEM-00290,2026-06-06T10:10,badge
CHK-001678,MEM-00290,2026-06-06T17:30,badge
CHK-001679,MEM-00290,2026-06-09T17:20,qr_code
CHK-001680,MEM-00290,2026-06-16T19:20,badge
CHK-001681,MEM-00290,2026-06-17T08:00,badge
CHK-001682,MEM-00290,2026-06-21T17:30,qr_code
CHK-001683,MEM-00291,2026-06-12T11:10,badge
CHK-001684,MEM-00291,2026-06-20T15:45,badge
CHK-001685,MEM-00292,2026-06-05T19:45,qr_code
CHK-001686,MEM-00292,2026-06-07T10:00,badge
CHK-001687,MEM-00292,2026-06-21T17:20,badge
CHK-001688,MEM-00293,2026-06-06T19:30,badge
CHK-001689,MEM-00293,2026-06-09T09:30,qr_code
CHK-001690,MEM-00293,2026-06-12T10:00,qr_code
CHK-001691,MEM-00293,2026-06-12T10:20,badge
CHK-001692,MEM-00293,2026-06-12T11:00,badge
CHK-001693,MEM-00293,2026-06-16T09:00,badge
CHK-001694,MEM-00293,2026-06-21T19:30,qr_code
CHK-001695,MEM-00294,2026-06-02T16:00,qr_code
CHK-001696,MEM-00294,2026-06-04T09:45,badge
CHK-001697,MEM-00294,2026-06-05T08:20,qr_code
