abonnement_id,membre_id,type_abonnement,date_debut,date_fin,montant_mensuel,mode_paiement,statut_abonnement,date_resiliation,motif_resiliation
ABO-00320,MEM-00320,essentiel,2021-10-21,,49.0,prelevement_sepa,actif,,
ABO-00321,MEM-00321,essentiel,2021-12-19,,49.0,prelevement_sepa,actif,,
ABO-00322,MEM-00322,essentiel,2021-01-14,,49.0,prelevement_sepa,actif,,
ABO-00323,MEM-00323,essentiel,2024-10-08,,49.0,prelevement_sepa,actif,,
ABO-00324,MEM-00324,essentiel,2025-12-19,,49.0,cb,actif,,
ABO-00325,MEM-00325,essentiel,2023-09-14,,49.0,especes,actif,,
ABO-00326,MEM-00326,essentiel,2023-10-15,,49.0,prelevement_sepa,actif,,
ABO-00327,MEM-00327,essentiel,2023-01-05,,49.0,cb,actif,,
ABO-00328,MEM-00328,essentiel,2024-10-16,,49.0,cb,actif,,
ABO-00329,MEM-00329,essentiel,2022-06-13,,49.0,prelevement_sepa,actif,,
ABO-00330,MEM-00330,premium,2023-01-14,,69.0,prelevement_sepa,actif,,
ABO-00331,MEM-00331,premium,2023-11-02,,69.0,prelevement_sepa,actif,,
ABO-00332,MEM-00332,essentiel,2024-04-29,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00333,MEM-00333,essentiel,2025-11-08,,49.0,prelevement_sepa,actif,,
ABO-00334,MEM-00334,essentiel,2023-03-26,,49.0,prelevement_sepa,actif,,
ABO-00335,MEM-00335,essentiel,2026-02-06,,49.0,prelevement_sepa,actif,,
ABO-00336,MEM-00336,essentiel,2021-08-02,,49.0,prelevement_sepa,actif,,
ABO-00337,MEM-00337,essentiel,2021-12-25,,49.0,prelevement_sepa,actif,,
ABO-00338,MEM-00338,essentiel,2024-11-05,,49.0,prelevement_sepa,actif,,
ABO-00339,MEM-00339,essentiel,2023-03-09,,49.0,cb,actif,,
ABO-00340,MEM-00340,premium,2026-03-08,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-00341,MEM-00341,essentiel,2024-12-12,,49.0,prelevement_sepa,actif,,
ABO-00342,MEM-00342,essentiel,2023-08-22,,49.0,prelevement_sepa,actif,,
ABO-00343,MEM-00343,essentiel,2023-08-28,,49.0,prelevement_sepa,actif,,
ABO-00344,MEM-00344,essentiel,2022-07-31,,49.0,prelevement_sepa,actif,,
ABO-00345,MEM-00345,premium,2022-05-01,,69.0,especes,actif,,
ABO-00346,MEM-00346,essentiel,2023-02-18,,49.0,prelevement_sepa,actif,,
ABO-00347,MEM-00347,essentiel,2022-03-28,,49.0,prelevement_sepa,actif,,
ABO-00348,MEM-00348,essentiel,2024-10-09,,49.0,prelevement_sepa,actif,,
ABO-00349,MEM-00349,essentiel,2024-04-12,,49.0,prelevement_sepa,actif,,
ABO-00350,MEM-00350,essentiel,2026-02-25,,49.0,prelevement_sepa,actif,,
ABO-00351,MEM-00351,essentiel,2022-07-18,,49.0,cb,actif,,
ABO-00352,MEM-00352,essentiel,2025-07-10,,49.0,cb,actif,,
ABO-00353,MEM-00353,premium,2022-08-04,,69.0,prelevement_sepa,actif,,
ABO-00354,MEM-00354,premium,2023-05-29,,69.0,prelevement_sepa,actif,,
ABO-00355,MEM-00355,essentiel,2024-02-09,,49.0,especes,actif,,
ABO-00356,MEM-00356,essentiel,2021-09-05,,49.0,cb,actif,,
ABO-00357,MEM-00357,essentiel,2022-10-03,,49.0,prelevement_sepa,actif,,
ABO-00358,MEM-00358,essentiel,2025-07-15,,49.0,especes,actif,,
ABO-00359,MEM-00359,essentiel,2023-08-14,,49.0,prelevement_sepa,actif,,
ABO-00360,MEM-00360,premium,2023-06-14,,69.0,prelevement_sepa,actif,,
ABO-00361,MEM-00361,premium,2021-03-30,,69.0,prelevement_sepa,actif,,
ABO-00362,MEM-00362,premium,2022-12-22,,69.0,prelevement_sepa,actif,,
ABO-00363,MEM-00363,essentiel,2025-03-24,,49.0,prelevement_sepa,actif,,
ABO-00364,MEM-00364,essentiel,2026-02-02,,49.0,prelevement_sepa,actif,,
ABO-00365,MEM-00365,essentiel,2024-09-30,,49.0,especes,actif,,
ABO-00366,MEM-00366,premium,2025-07-01,,69.0,prelevement_sepa,actif,,
ABO-00367,MEM-00367,premium,2025-12-09,,69.0,cb,actif,,
ABO-00368,MEM-00368,essentiel,2025-06-27,,49.0,prelevement_sepa,actif,,
ABO-00369,MEM-00369,essentiel,2024-05-24,,49.0,prelevement_sepa,actif,,
ABO-00370,MEM-00370,essentiel,2022-12-09,,49.0,prelevement_sepa,actif,,
ABO-00371,MEM-00371,essentiel,2025-10-29,,49.0,prelevement_sepa,actif,,
ABO-00372,MEM-00372,essentiel,2024-02-01,,49.0,prelevement_sepa,actif,,
ABO-00373,MEM-00373,essentiel,2021-09-18,,49.0,prelevement_sepa,actif,,
ABO-00374,MEM-00374,essentiel,2025-07-29,,49.0,prelevement_sepa,actif,,
ABO-00375,MEM-00375,essentiel,2023-11-07,,49.0,prelevement_sepa,actif,,
ABO-00376,MEM-00376,essentiel,2023-08-31,,49.0,especes,actif,,
ABO-00377,MEM-00377,premium,2026-02-02,,69.0,prelevement_sepa,actif,,
ABO-00378,MEM-00378,essentiel,2024-06-26,,49.0,prelevement_sepa,actif,,
ABO-00379,MEM-00379,premium,2021-08-17,,69.0,prelevement_sepa,actif,,
ABO-00380,MEM-00380,premium,2025-04-11,,69.0,prelevement_sepa,actif,,
ABO-00381,MEM-00381,essentiel,2022-05-29,,49.0,cb,actif,,
ABO-00382,MEM-00382,premium,2023-10-01,,69.0,prelevement_sepa,actif,,
ABO-00383,MEM-00383,premium,2023-05-07,,69.0,prelevement_sepa,actif,,
ABO-00384,MEM-00384,premium,2022-03-09,,69.0,prelevement_sepa,actif,,
ABO-00385,MEM-00385,premium,2025-09-11,,69.0,prelevement_sepa,actif,,
ABO-00386,MEM-00386,essentiel,2023-11-27,,49.0,prelevement_sepa,actif,,
ABO-00387,MEM-00387,essentiel,2022-08-20,,49.0,prelevement_sepa,actif,,
ABO-00388,MEM-00388,essentiel,2026-04-12,,49.0,prelevement_sepa,actif,,
ABO-00389,MEM-00389,essentiel,2025-01-23,,49.0,prelevement_sepa,actif,,
ABO-00390,MEM-00390,premium,2022-09-11,,69.0,prelevement_sepa,actif,,
ABO-00391,MEM-00391,premium,2024-04-03,,69.0,especes,actif,,
ABO-00392,MEM-00392,essentiel,2025-04-23,,49.0,prelevement_sepa,actif,,
ABO-00393,MEM-00393,essentiel,2022-11-09,,49.0,prelevement_sepa,actif,,
ABO-00394,MEM-00394,essentiel,2021-06-24,,49.0,cb,actif,,
ABO-00395,MEM-00395,premium,2026-05-16,,69.0,prelevement_sepa,actif,,
ABO-00396,MEM-00396,essentiel,2022-07-21,,49.0,cb,actif,,
ABO-00397,MEM-00397,essentiel,2025-05-22,,49.0,prelevement_sepa,actif,,
ABO-00398,MEM-00398,essentiel,2024-02-16,,49.0,prelevement_sepa,actif,,
ABO-00399,MEM-00399,essentiel,2022-04-29,,49.0,cb,actif,,
ABO-00400,MEM-00400,premium,2023-05-05,,69.0,prelevement_sepa,actif,,
ABO-00401,MEM-00401,premium,2023-02-15,,69.0,prelevement_sepa,actif,,
ABO-00402,MEM-00402,essentiel,2026-03-15,,49.0,prelevement_sepa,actif,,
ABO-00403,MEM-00403,essentiel,2021-07-07,,49.0,prelevement_sepa,actif,,
ABO-00404,MEM-00404,premium,2021-01-28,,69.0,prelevement_sepa,actif,,
ABO-00405,MEM-00405,essentiel,2026-01-03,,49.0,cb,actif,,
ABO-00406,MEM-00406,essentiel,2021-02-19,,49.0,prelevement_sepa,actif,,
ABO-00407,MEM-00407,essentiel,2025-05-07,,49.0,prelevement_sepa,actif,,
ABO-00408,MEM-00408,essentiel,2021-04-21,,49.0,prelevement_sepa,actif,,
ABO-00409,MEM-00409,essentiel,2022-11-12,,49.0,prelevement_sepa,actif,,
ABO-00410,MEM-00410,essentiel,2021-10-25,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00411,MEM-00411,premium,2025-11-29,,69.0,cb,actif,,
ABO-00412,MEM-00412,premium,2021-08-31,,69.0,prelevement_sepa,actif,,
ABO-00413,MEM-00413,essentiel,2026-01-09,,49.0,prelevement_sepa,actif,,
ABO-00414,MEM-00414,essentiel,2024-05-24,,49.0,prelevement_sepa,actif,,
ABO-00415,MEM-00415,premium,2025-12-10,,69.0,prelevement_sepa,actif,,
ABO-00416,MEM-00416,essentiel,2025-07-06,,49.0,cb,actif,,
ABO-00417,MEM-00417,essentiel,2022-04-13,,49.0,prelevement_sepa,actif,,
ABO-00418,MEM-00418,premium,2023-01-04,,69.0,prelevement_sepa,actif,,
ABO-00419,MEM-00419,essentiel,2022-01-29,,49.0,prelevement_sepa,actif,,
ABO-00420,MEM-00420,premium,2023-01-14,,69.0,prelevement_sepa,actif,,
ABO-00421,MEM-00421,essentiel,2023-10-05,,49.0,cb,actif,,
ABO-00422,MEM-00422,essentiel,2021-06-17,,49.0,prelevement_sepa,actif,,
ABO-00423,MEM-00423,premium,2021-07-03,,69.0,prelevement_sepa,actif,,
ABO-00424,MEM-00424,premium,2025-09-06,,69.0,prelevement_sepa,actif,,
ABO-00425,MEM-00425,essentiel,2021-04-09,,49.0,prelevement_sepa,actif,,
ABO-00426,MEM-00426,premium,2025-03-01,,69.0,prelevement_sepa,actif,,
ABO-00427,MEM-00427,essentiel,2024-11-20,,49.0,prelevement_sepa,actif,,
ABO-00428,MEM-00428,essentiel,2023-10-24,,49.0,prelevement_sepa,actif,,
ABO-00429,MEM-00429,essentiel,2021-03-16,,49.0,cb,actif,,
ABO-00430,MEM-00430,essentiel,2024-05-08,,49.0,prelevement_sepa,actif,,
ABO-00431,MEM-00431,essentiel,2023-03-01,,49.0,prelevement_sepa,actif,,
ABO-00432,MEM-00432,essentiel,2021-08-31,,49.0,cb,actif,,
ABO-00433,MEM-00433,essentiel,2023-07-20,,49.0,prelevement_sepa,actif,,
ABO-00434,MEM-00434,essentiel,2022-10-26,,49.0,cb,suspendu_impaye,,
ABO-00435,MEM-00435,essentiel,2021-01-14,,49.0,prelevement_sepa,actif,,
ABO-00436,MEM-00436,essentiel,2022-02-23,,49.0,cb,actif,,
ABO-00437,MEM-00437,essentiel,2022-12-09,,49.0,especes,actif,,
ABO-00438,MEM-00438,essentiel,2023-09-10,,49.0,prelevement_sepa,actif,,
ABO-00439,MEM-00439,essentiel,2025-06-05,,49.0,prelevement_sepa,actif,,
ABO-00440,MEM-00440,essentiel,2025-09-26,,49.0,prelevement_sepa,actif,,
ABO-00441,MEM-00441,essentiel,2021-08-15,,49.0,prelevement_sepa,actif,,
ABO-00442,MEM-00442,premium,2023-10-26,,69.0,prelevement_sepa,actif,,
ABO-00443,MEM-00443,premium,2021-02-21,,69.0,prelevement_sepa,actif,,
ABO-00444,MEM-00444,premium,2025-12-02,,69.0,prelevement_sepa,actif,,
ABO-00445,MEM-00445,premium,2021-01-22,,69.0,prelevement_sepa,actif,,
ABO-00446,MEM-00446,essentiel,2021-07-20,,49.0,prelevement_sepa,actif,,
ABO-00447,MEM-00447,essentiel,2022-08-10,,49.0,prelevement_sepa,actif,,
ABO-00448,MEM-00448,essentiel,2022-12-12,,49.0,prelevement_sepa,actif,,
ABO-00449,MEM-00449,essentiel,2021-12-29,,49.0,prelevement_sepa,actif,,
ABO-00450,MEM-00450,essentiel,2022-09-24,,49.0,prelevement_sepa,actif,,
ABO-00451,MEM-00451,essentiel,2026-02-22,,49.0,prelevement_sepa,actif,,
ABO-00452,MEM-00452,premium,2022-04-13,,69.0,prelevement_sepa,actif,,
ABO-00453,MEM-00453,essentiel,2022-04-18,,49.0,prelevement_sepa,actif,,
ABO-00454,MEM-00454,essentiel,2021-09-09,,49.0,prelevement_sepa,actif,,
ABO-00455,MEM-00455,premium,2025-10-22,,69.0,prelevement_sepa,actif,,
ABO-00456,MEM-00456,premium,2024-06-22,,69.0,prelevement_sepa,actif,,
ABO-00457,MEM-00457,premium,2024-08-03,,69.0,especes,actif,,
ABO-00458,MEM-00458,essentiel,2024-09-25,,49.0,prelevement_sepa,actif,,
ABO-00459,MEM-00459,essentiel,2026-02-08,,49.0,prelevement_sepa,actif,,
ABO-00460,MEM-00460,essentiel,2022-06-25,,49.0,cb,actif,,
ABO-00461,MEM-00461,premium,2022-02-02,,69.0,prelevement_sepa,actif,,
ABO-00462,MEM-00462,essentiel,2021-09-16,,49.0,prelevement_sepa,actif,,
ABO-00463,MEM-00463,essentiel,2025-07-03,,49.0,prelevement_sepa,actif,,
ABO-00464,MEM-00464,essentiel,2024-01-30,,49.0,cb,actif,,
ABO-00465,MEM-00465,essentiel,2024-12-31,,49.0,prelevement_sepa,actif,,
ABO-00466,MEM-00466,premium,2023-04-16,,69.0,prelevement_sepa,actif,,
ABO-00467,MEM-00467,essentiel,2025-07-29,,49.0,cb,actif,,
ABO-00468,MEM-00468,premium,2023-04-11,,69.0,prelevement_sepa,actif,,
ABO-00469,MEM-00469,premium,2021-03-27,,69.0,prelevement_sepa,actif,,
ABO-00470,MEM-00470,premium,2022-10-16,,69.0,cb,actif,,
ABO-00471,MEM-00471,premium,2022-12-24,,69.0,prelevement_sepa,actif,,
ABO-00472,MEM-00472,premium,2023-05-06,,69.0,prelevement_sepa,actif,,
ABO-00473,MEM-00473,premium,2025-02-21,,69.0,prelevement_sepa,actif,,
ABO-00474,MEM-00474,premium,2022-01-09,,69.0,cb,actif,,
ABO-00475,MEM-00475,essentiel,2023-11-07,,49.0,prelevement_sepa,actif,,
ABO-00476,MEM-00476,premium,2023-03-22,,69.0,cb,actif,,
ABO-00477,MEM-00477,premium,2022-11-02,,69.0,prelevement_sepa,actif,,
ABO-00478,MEM-00478,essentiel,2026-02-25,,49.0,prelevement_sepa,actif,,
ABO-00479,MEM-00479,premium,2022-12-09,,69.0,prelevement_sepa,actif,,
ABO-00480,MEM-00480,essentiel,2023-03-04,,49.0,cb,actif,,
ABO-00481,MEM-00481,premium,2024-06-04,,69.0,cb,actif,,
ABO-00482,MEM-00482,premium,2021-02-04,,69.0,especes,actif,,
ABO-00483,MEM-00483,premium,2023-05-16,,69.0,prelevement_sepa,actif,,
ABO-00484,MEM-00484,essentiel,2021-03-21,,49.0,especes,actif,,
ABO-00485,MEM-00485,premium,2022-05-28,,69.0,prelevement_sepa,actif,,
ABO-00486,MEM-00486,essentiel,2026-01-21,,49.0,prelevement_sepa,actif,,
ABO-00487,MEM-00487,premium,2024-11-15,,69.0,prelevement_sepa,actif,,
ABO-00488,MEM-00488,essentiel,2024-07-25,,49.0,prelevement_sepa,actif,,
ABO-00489,MEM-00489,premium,2024-06-22,,69.0,prelevement_sepa,actif,,
ABO-00490,MEM-00490,essentiel,2025-07-19,,49.0,cb,actif,,
ABO-00491,MEM-00491,premium,2024-04-02,,69.0,prelevement_sepa,actif,,
ABO-00492,MEM-00492,essentiel,2021-01-10,,49.0,prelevement_sepa,actif,,
ABO-00493,MEM-00493,essentiel,2021-05-12,,49.0,prelevement_sepa,actif,,
ABO-00494,MEM-00494,essentiel,2021-05-26,,49.0,cb,actif,,
ABO-00495,MEM-00495,essentiel,2021-12-29,,49.0,prelevement_sepa,actif,,
ABO-00496,MEM-00496,essentiel,2025-04-18,,49.0,cb,actif,,
ABO-00497,MEM-00497,essentiel,2026-02-25,,49.0,prelevement_sepa,actif,,
ABO-00498,MEM-00498,essentiel,2022-09-13,,49.0,prelevement_sepa,actif,,
ABO-00499,MEM-00499,essentiel,2024-02-08,,49.0,prelevement_sepa,actif,,
ABO-00500,MEM-00500,essentiel,2025-04-22,,49.0,cb,actif,,
ABO-00501,MEM-00501,essentiel,2022-12-07,,49.0,prelevement_sepa,actif,,
ABO-00502,MEM-00502,premium,2024-06-05,,69.0,prelevement_sepa,actif,,
ABO-00503,MEM-00503,essentiel,2025-01-03,,49.0,cb,actif,,
ABO-00504,MEM-00504,premium,2021-09-02,,69.0,prelevement_sepa,actif,,
ABO-00505,MEM-00505,essentiel,2021-02-20,,49.0,prelevement_sepa,actif,,
ABO-00506,MEM-00506,essentiel,2022-05-10,,49.0,cb,actif,,
ABO-00507,MEM-00507,premium,2023-09-02,,69.0,cb,actif,,
ABO-00508,MEM-00508,premium,2021-05-07,,69.0,prelevement_sepa,actif,,
ABO-00509,MEM-00509,essentiel,2022-03-29,,49.0,prelevement_sepa,actif,,
ABO-00510,MEM-00510,premium,2025-06-03,,69.0,prelevement_sepa,actif,,
ABO-00511,MEM-00511,essentiel,2025-10-17,,49.0,prelevement_sepa,actif,,
ABO-00512,MEM-00512,essentiel,2022-08-07,,49.0,prelevement_sepa,actif,,
ABO-00513,MEM-00513,essentiel,2021-08-29,,49.0,prelevement_sepa,actif,,
ABO-00514,MEM-00514,essentiel,2022-08-11,,49.0,especes,actif,,
ABO-00515,MEM-00515,premium,2022-08-04,,69.0,prelevement_sepa,actif,,
ABO-00516,MEM-00516,premium,2025-07-22,,69.0,cb,actif,,
ABO-00517,MEM-00517,essentiel,2025-06-10,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00518,MEM-00518,essentiel,2022-05-04,,49.0,prelevement_sepa,actif,,
ABO-00519,MEM-00519,premium,2023-02-12,,69.0,prelevement_sepa,actif,,
ABO-00520,MEM-00520,essentiel,2023-02-27,,49.0,prelevement_sepa,actif,,
ABO-00521,MEM-00521,essentiel,2024-07-14,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00522,MEM-00522,essentiel,2024-12-08,,49.0,prelevement_sepa,actif,,
ABO-00523,MEM-00523,essentiel,2022-09-22,,49.0,prelevement_sepa,actif,,
ABO-00524,MEM-00524,essentiel,2024-06-27,,49.0,prelevement_sepa,actif,,
ABO-00525,MEM-00525,essentiel,2024-09-01,,49.0,prelevement_sepa,actif,,
ABO-00526,MEM-00526,essentiel,2022-11-19,,49.0,prelevement_sepa,actif,,
ABO-00527,MEM-00527,essentiel,2025-02-20,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00528,MEM-00528,essentiel,2024-01-25,,49.0,cb,actif,,
ABO-00529,MEM-00529,essentiel,2024-07-08,,49.0,prelevement_sepa,actif,,
ABO-00530,MEM-00530,premium,2023-11-05,,69.0,prelevement_sepa,actif,,
ABO-00531,MEM-00531,essentiel,2025-12-21,,49.0,cb,actif,,
ABO-00532,MEM-00532,essentiel,2024-07-01,,49.0,prelevement_sepa,actif,,
ABO-00533,MEM-00533,premium,2023-12-12,,69.0,prelevement_sepa,actif,,
ABO-00534,MEM-00534,essentiel,2021-07-11,,49.0,especes,actif,,
ABO-00535,MEM-00535,essentiel,2024-11-20,,49.0,prelevement_sepa,actif,,
ABO-00536,MEM-00536,essentiel,2022-06-30,,49.0,prelevement_sepa,actif,,
ABO-00537,MEM-00537,essentiel,2025-12-07,,49.0,cb,actif,,
ABO-00538,MEM-00538,essentiel,2024-06-12,,49.0,prelevement_sepa,actif,,
ABO-00539,MEM-00539,essentiel,2021-02-12,,49.0,cb,actif,,
ABO-00540,MEM-00540,essentiel,2023-02-26,,49.0,prelevement_sepa,actif,,
ABO-00541,MEM-00541,premium,2021-02-03,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-00542,MEM-00542,essentiel,2024-09-06,,49.0,prelevement_sepa,actif,,
ABO-00543,MEM-00543,essentiel,2024-03-07,,49.0,prelevement_sepa,actif,,
ABO-00544,MEM-00544,essentiel,2025-10-02,,49.0,prelevement_sepa,actif,,
ABO-00545,MEM-00545,essentiel,2022-04-08,,49.0,cb,actif,,
ABO-00546,MEM-00546,essentiel,2026-04-26,,49.0,prelevement_sepa,actif,,
ABO-00547,MEM-00547,essentiel,2025-01-19,,49.0,prelevement_sepa,actif,,
ABO-00548,MEM-00548,essentiel,2022-03-18,,49.0,prelevement_sepa,actif,,
ABO-00549,MEM-00549,essentiel,2022-06-12,,49.0,cb,actif,,
ABO-00550,MEM-00550,premium,2021-05-24,,69.0,prelevement_sepa,actif,,
ABO-00551,MEM-00551,premium,2025-11-17,,69.0,especes,actif,,
ABO-00552,MEM-00552,essentiel,2022-09-23,,49.0,prelevement_sepa,actif,,
ABO-00553,MEM-00553,premium,2026-04-20,,69.0,cb,actif,,
ABO-00554,MEM-00554,essentiel,2023-10-23,,49.0,especes,actif,,
ABO-00555,MEM-00555,essentiel,2023-02-20,,49.0,cb,actif,,
ABO-00556,MEM-00556,premium,2025-10-19,,69.0,prelevement_sepa,actif,,
ABO-00557,MEM-00557,premium,2026-01-17,,69.0,prelevement_sepa,actif,,
ABO-00558,MEM-00558,essentiel,2024-10-10,,49.0,prelevement_sepa,actif,,
ABO-00559,MEM-00559,essentiel,2025-04-03,,49.0,prelevement_sepa,actif,,
ABO-00560,MEM-00560,essentiel,2025-06-06,,49.0,prelevement_sepa,actif,,
ABO-00561,MEM-00561,essentiel,2025-02-21,,49.0,prelevement_sepa,actif,,
ABO-00562,MEM-00562,essentiel,2024-07-02,,49.0,prelevement_sepa,actif,,
ABO-00563,MEM-00563,essentiel,2026-04-08,,49.0,prelevement_sepa,actif,,
ABO-00564,MEM-00564,essentiel,2021-08-25,,49.0,cb,actif,,
ABO-00565,MEM-00565,premium,2025-05-23,,69.0,prelevement_sepa,actif,,
ABO-00566,MEM-00566,premium,2024-03-29,,69.0,prelevement_sepa,actif,,
ABO-00567,MEM-00567,essentiel,2023-02-02,,49.0,prelevement_sepa,actif,,
ABO-00568,MEM-00568,premium,2023-04-30,,69.0,prelevement_sepa,actif,,
ABO-00569,MEM-00569,premium,2022-05-24,,69.0,prelevement_sepa,actif,,
ABO-00570,MEM-00570,essentiel,2024-08-27,,49.0,prelevement_sepa,actif,,
ABO-00571,MEM-00571,essentiel,2026-03-03,,49.0,prelevement_sepa,actif,,
ABO-00572,MEM-00572,essentiel,2023-08-11,,49.0,prelevement_sepa,actif,,
ABO-00573,MEM-00573,essentiel,2022-12-31,,49.0,prelevement_sepa,actif,,
ABO-00574,MEM-00574,essentiel,2025-09-03,,49.0,cb,actif,,
ABO-00575,MEM-00575,premium,2025-08-23,,69.0,prelevement_sepa,actif,,
ABO-00576,MEM-00576,essentiel,2021-11-09,,49.0,prelevement_sepa,actif,,
ABO-00577,MEM-00577,premium,2024-03-05,,69.0,prelevement_sepa,actif,,
ABO-00578,MEM-00578,premium,2023-09-01,,69.0,prelevement_sepa,actif,,
ABO-00579,MEM-00579,premium,2024-06-19,,69.0,prelevement_sepa,actif,,
ABO-00580,MEM-00580,essentiel,2023-07-20,,49.0,prelevement_sepa,actif,,
ABO-00581,MEM-00581,premium,2024-03-25,,69.0,cb,actif,,
ABO-00582,MEM-00582,essentiel,2025-10-03,,49.0,prelevement_sepa,actif,,
ABO-00583,MEM-00583,premium,2021-08-09,,69.0,prelevement_sepa,actif,,
ABO-00584,MEM-00584,premium,2022-10-28,,69.0,prelevement_sepa,actif,,
ABO-00585,MEM-00585,premium,2024-01-23,,69.0,prelevement_sepa,actif,,
ABO-00586,MEM-00586,premium,2021-11-23,,69.0,prelevement_sepa,actif,,
ABO-00587,MEM-00587,essentiel,2022-10-30,,49.0,cb,actif,,
ABO-00588,MEM-00588,essentiel,2022-10-08,,49.0,prelevement_sepa,actif,,
ABO-00589,MEM-00589,essentiel,2025-07-16,,49.0,prelevement_sepa,actif,,
ABO-00590,MEM-00590,essentiel,2024-12-12,,49.0,prelevement_sepa,actif,,
ABO-00591,MEM-00591,essentiel,2023-05-17,,49.0,prelevement_sepa,actif,,
ABO-00592,MEM-00592,premium,2024-10-28,,69.0,prelevement_sepa,actif,,
ABO-00593,MEM-00593,essentiel,2022-01-02,,49.0,prelevement_sepa,actif,,
ABO-00594,MEM-00594,essentiel,2022-10-31,,49.0,prelevement_sepa,actif,,
ABO-00595,MEM-00595,essentiel,2021-06-19,,49.0,cb,actif,,
ABO-00596,MEM-00596,premium,2021-06-12,,69.0,prelevement_sepa,actif,,
ABO-00597,MEM-00597,essentiel,2024-01-03,,49.0,cb,actif,,
ABO-00598,MEM-00598,essentiel,2024-05-04,,49.0,prelevement_sepa,actif,,
ABO-00599,MEM-00599,premium,2023-05-14,,69.0,especes,suspendu_impaye,,
ABO-00600,MEM-00600,premium,2023-10-07,,69.0,prelevement_sepa,actif,,
ABO-00601,MEM-00601,premium,2021-02-21,,69.0,cb,actif,,
ABO-00602,MEM-00602,essentiel,2021-07-25,,49.0,prelevement_sepa,actif,,
ABO-00603,MEM-00603,essentiel,2025-07-25,,49.0,prelevement_sepa,actif,,
ABO-00604,MEM-00604,premium,2026-02-22,,69.0,cb,actif,,
ABO-00605,MEM-00605,premium,2025-10-01,,69.0,prelevement_sepa,actif,,
ABO-00606,MEM-00606,essentiel,2026-01-22,,49.0,prelevement_sepa,actif,,
ABO-00607,MEM-00607,premium,2023-03-24,,69.0,prelevement_sepa,actif,,
ABO-00608,MEM-00608,essentiel,2021-08-27,,49.0,cb,actif,,
ABO-00609,MEM-00609,premium,2025-05-31,,69.0,prelevement_sepa,actif,,
ABO-00610,MEM-00610,essentiel,2023-03-06,,49.0,cb,actif,,
ABO-00611,MEM-00611,essentiel,2021-05-26,,49.0,especes,actif,,
ABO-00612,MEM-00612,premium,2025-05-28,,69.0,cb,actif,,
ABO-00613,MEM-00613,essentiel,2022-07-18,,49.0,prelevement_sepa,actif,,
ABO-00614,MEM-00614,premium,2025-06-18,,69.0,prelevement_sepa,actif,,
ABO-00615,MEM-00615,essentiel,2022-10-23,,49.0,prelevement_sepa,actif,,
ABO-00616,MEM-00616,essentiel,2025-12-08,,49.0,cb,actif,,
ABO-00617,MEM-00617,essentiel,2021-03-08,,49.0,prelevement_sepa,actif,,
ABO-00618,MEM-00618,premium,2026-05-04,,69.0,prelevement_sepa,actif,,
ABO-00619,MEM-00619,essentiel,2023-04-29,,49.0,prelevement_sepa,actif,,
ABO-00620,MEM-00620,essentiel,2025-11-22,,49.0,prelevement_sepa,actif,,
ABO-00621,MEM-00621,essentiel,2021-02-20,,49.0,prelevement_sepa,actif,,
ABO-00622,MEM-00622,essentiel,2025-10-29,,49.0,prelevement_sepa,actif,,
ABO-00623,MEM-00623,essentiel,2021-07-28,,49.0,prelevement_sepa,actif,,
ABO-00624,MEM-00624,essentiel,2025-08-19,,49.0,prelevement_sepa,actif,,
ABO-00625,MEM-00625,essentiel,2024-01-31,,49.0,prelevement_sepa,actif,,
ABO-00626,MEM-00626,premium,2025-05-01,,69.0,prelevement_sepa,actif,,
ABO-00627,MEM-00627,premium,2026-03-17,,69.0,cb,actif,,
ABO-00628,MEM-00628,essentiel,2021-10-14,,49.0,prelevement_sepa,actif,,
ABO-00629,MEM-00629,premium,2025-05-27,,69.0,prelevement_sepa,actif,,
ABO-00630,MEM-00630,essentiel,2021-09-13,,49.0,prelevement_sepa,actif,,
ABO-00631,MEM-00631,premium,2025-02-05,,69.0,prelevement_sepa,actif,,
ABO-00632,MEM-00632,premium,2024-04-09,,69.0,prelevement_sepa,actif,,
ABO-00633,MEM-00633,essentiel,2021-06-01,,49.0,prelevement_sepa,actif,,
ABO-00634,MEM-00634,essentiel,2025-05-27,,49.0,prelevement_sepa,actif,,
ABO-00635,MEM-00635,essentiel,2022-10-25,,49.0,prelevement_sepa,actif,,
ABO-00636,MEM-00636,premium,2026-01-17,,69.0,cb,actif,,
ABO-00637,MEM-00637,essentiel,2021-02-11,,49.0,prelevement_sepa,actif,,
ABO-00638,MEM-00638,essentiel,2021-10-27,,49.0,prelevement_sepa,actif,,
ABO-00639,MEM-00639,essentiel,2024-02-23,,49.0,prelevement_sepa,actif,,
ABO-00640,MEM-00640,premium,2024-06-30,,69.0,prelevement_sepa,actif,,
ABO-00641,MEM-00641,essentiel,2021-02-10,,49.0,prelevement_sepa,actif,,
ABO-00642,MEM-00642,premium,2026-02-15,,69.0,prelevement_sepa,actif,,
